x1,x2,class
1.727557684464506,1.8631755103917822,0
1.1050568752991703,1.340127982864746,0
1.751741678971593,1.498136085049188,0
1.840520019643171,1.3800177053052325,0
1.2546846157162044,1.3863117742544355,0
1.6735583577290611,0.09817467071377894,0
2.1168141564558103,1.31502510167737,0
1.7714340887088587,0.6134275824836783,0
1.9775283609806964,1.952150495545684,0
1.8633849920184269,1.4424622147098445,0
1.8080650660882611,1.1394174798937442,0
2.5759976554586745,1.0681415843463595,0
1.7471742315239458,0.9071755131386837,0
1.3811540145042478,0.5796641998790844,0
2.1648230220270412,1.4363866103417733,0
2.47301489994673,1.9370663959756014,0
0.8912196305340206,0.9963332566976941,0
2.1495276801622896,1.0992271897056345,0
1.8870746687173392,1.460727900555964,0
2.772466005663708,1.927512745897446,0
2.6328759325839393,1.253331543773465,0
2.021082621633222,1.1659280944663575,0
1.262852498134504,1.0180191034066184,0
2.211448402396432,0.6667401885685788,0
2.4083402714099287,0.442963519126196,0
1.2081085403032306,2.0162746203183444,0
2.9153721521335942,4.5608356892483854,1
2.2458401265912546,4.7317877283197,1
3.253545236828696,4.017082202601927,1
2.8875462035772874,4.164610489763363,1
2.8247976176316927,5.323773266133363,1
2.129255453615446,4.111245455575031,1
3.1175235816840288,4.894459694149752,1
3.5108340004612666,5.35579707400329,1
3.064106799637024,4.1830841983460205,1
2.503656767964833,3.9254565437149957,1
2.825493959032331,4.393993605225955,1
3.024532335156452,3.7500382947601487,1
3.709710279660281,4.521580601729205,1
3.0517587319662387,4.606642279659729,1
2.1420902588499398,5.1945014504687625,1
1.8401038185316754,4.8611588866001805,1
2.463540008540103,4.124885895347379,1
2.5388147071361415,3.963854011173667,1
3.4736231129828123,5.131160617341256,1
2.370228178768862,4.152986248822521,1
2.8334402605998803,5.153423071981837,1
2.9407838077102837,4.22878730264849,1
2.549023472092233,4.695558007342646,1
2.688529590411535,4.014067129072888,1
2.1286173316910326,4.776950439432461,1
3.6222493523856722,4.8765678264767764,1
2.367515526756428,5.3674246383929605,1
2.492981061536514,5.16440605124398,1
2.2317230767697653,4.285124470366175,1
2.592091018316351,4.994907391609656,1
2.603574015682753,4.7161813737182765,1
3.1016318625363124,5.503751263463358,1
2.6931354502899576,5.212600677761399,1
1.8351207852812768,5.572348803777464,1
2.8948975728945063,3.9701401670221355,1
2.027684447304526,5.104416054300917,1
2.2041949352014716,4.237120101616366,1
2.827033073785416,4.745900305834709,1
2.9603724065199404,5.369732481399073,1
2.7284822721913167,4.269417428560925,1
1.5536383319724407,5.5132924623208925,1
2.3746315501534783,4.702540750077611,1
1.993681126327577,4.857106959441532,1
2.552505722462167,4.239562463329127,1
1.3840336536779418,4.724147133407921,1
3.1741937880395454,3.582355172212173,1
3.0217503391115317,5.548119975311767,1
2.4868094283142796,3.915974168937681,1
2.528975655558933,5.224533789646275,1
3.087305497074095,5.391229700869128,1
3.063955939376126,5.081388810693296,1
2.499235225283714,5.287079882994019,1
2.8465878725979357,4.830365309493717,1
2.6608686428273103,4.443233531366118,1
2.8677495403583797,5.565528537258504,1
1.9023964725283249,3.805840468731069,1
2.7327357806746613,5.102408333964813,1
3.4759649506832573,4.718912369196745,1
2.690935266817498,4.429625193318771,1
2.6129670611066,4.53060804412386,1
3.0163080177621193,4.429843535716831,1
2.30048677730369,4.313753762488677,1
2.7130710801303115,4.721096358856474,1
2.4280677262460184,5.762612642789319,1
2.338843604874726,4.151224190642023,1
3.54769550215027,3.9737134078204406,1
3.159869614965919,4.23832431483594,1
2.182586748288376,4.602571404057567,1
3.552736147369677,3.8307618160160652,1
2.122656070123555,5.065230305585656,1
2.7142003212680588,2.9756121841392487,1
3.0890178281318628,4.450902112650503,1
2.6300914766728085,4.732508762073347,1
2.4177658353359277,4.277424950660106,1
2.4609864661658594,4.494750053314659,1
2.4394079962710684,4.3230247061974465,1
2.7420676590038275,4.4046165361369125,1
2.3088533495918786,4.498418483485128,1
2.0157666622171897,4.3836206508988615,1
2.7435618568065676,5.266055124371926,1
2.5033611750800526,5.126244678048781,1
2.7254649507266975,5.1557682276931684,1
2.5138047076024446,5.406084996053166,1
2.8010582456741426,3.8205066594232244,1
3.516775605800965,4.751406896884351,1
1.7506455306784465,5.0858889559824645,1
2.373325592479199,4.846150532664752,1
2.5436757347617216,4.561978581931447,1
3.3124882837919642,4.40216906096544,1
2.6897827818564086,5.180908007142174,1
1.9361928219648454,4.7751408914709526,1
3.055379909938286,4.502336072718585,1
2.6848868912405437,4.9996195867359745,1
2.5788742615107427,4.735578400876043,1
2.544158502974622,4.190168902970256,1
2.564273034826311,5.061019656522092,1
3.1963979852113145,4.860699488729506,1
2.807931885389542,5.286307000086673,1
1.9903345060196307,4.7376146113546636,1
3.0144345265879915,5.110257872396053,1
-0.47607502160582793,2.8551363850084557,2
0.9727741467384118,3.368454892438201,2
-0.00585062432987149,4.019501426500739,2
0.8071469406183174,3.7187327635392085,2
0.0471938132359474,2.8408172789900914,2
0.6727686377565616,1.595605004452257,2
-0.3143295293329047,2.5651524914642936,2
0.24901082201295496,2.9842614262273046,2
-0.07566418053666468,3.2941021222526112,2
0.3552572770706184,3.2460020850788918,2
0.6370913676366756,3.0935880729565266,2
0.20070098512267376,3.049035872555538,2
0.7764387224641203,2.776115185942533,2
-0.41670893614330995,3.298854177762697,2
-0.08485486296169942,2.5396847599415673,2
0.4968128145040907,2.4587171912220773,2
0.36541039994434554,3.8077293694593384,2
0.7206624606325454,3.273877165284053,2
0.5357548783140524,2.5435122956149203,2
0.07372908906381889,2.2259028469014184,2
0.5734624189125566,2.4215762377373515,2
0.6021220970380206,3.4379254720545482,2
0.39332623555600177,3.2596621045644696,2
0.12798413284632512,3.698548686041191,2
0.4384949745185569,2.887253297216677,2
0.3544749913349719,4.079697196945517,2
1.3037713889961742,3.063698197430534,2
0.2085684500432579,2.8007119645920566,2
1.3391580772363516,2.789389081913255,2
0.3593307669585169,3.222049638858508,2
0.5831934329892183,3.0954455223123976,2
0.663044738212499,2.763732025636624,2
-0.02106074186158602,2.324583441121815,2
0.8108851855753679,3.324230703926147,2
0.19499376580385291,3.4277335900279944,2
0.795400479281716,3.0651819140890857,2
0.466703529550543,3.455879945571203,2
-0.5565951281268076,4.321163870186092,2
0.32100679961922574,1.7438816763726934,2
0.28743487893219066,3.151688162349645,2
-0.1688062380118236,3.3781291879575743,2
-0.0859349253447429,2.489045895062636,2
0.4842616911838338,2.11900862301781,2
0.6480893208263911,2.4551045145291575,2
0.8866013899848295,3.0360717215653783,2
-0.6766199561876859,2.9386687452780262,2
-0.24062011248580173,3.1982363297335312,2
0.610343733180169,2.6142140457547884,2
0.44488492854174044,3.5539536128115174,2
-0.19831727324439952,3.148456628698275,2
0.09036015475893111,3.021292666928445,2
1.0582138340724088,3.780144446271704,2
0.6153765975449528,2.191324088875973,2
0.5455661435650789,2.492244426526007,2
0.2921392022502919,2.209891262147927,2
0.3076517605738559,3.6074455636331075,2
1.0074071425345517,3.064297156256756,2
-0.6575448371302473,3.1585116946821996,2
-0.5210074785418849,2.7318103236118656,2
0.9317063141514637,2.2854416660227175,2
1.0096302468733591,2.767527539581848,2
0.10428726567392091,2.760185943739442,2
-0.35640941495784784,2.951832275212183,2
0.13137449277358168,2.641401608655041,2
-0.356441954437941,3.598079849667403,2
0.23385641831113677,3.298843882110616,2
0.8354329511474815,2.6776219909030345,2
0.1694532365200203,2.6162086829567905,2
0.8459728932627228,2.781741921981916,2
0.21232365148887117,2.9378117159417068,2
-0.3198639783772037,2.928867532061787,2
-0.06611764805679332,2.3302591238164085,2
-0.16918406013972137,3.5953794060785795,2
0.6611015949470774,2.662006005982673,2
1.0373154862214435,3.586645945808155,2
-0.051097019504462104,3.3112275353356413,2
-0.3067412975820544,3.2606403121972307,2
-0.35945206720319645,2.986090943602242,2
0.7176842871046076,2.0605823224017885,2
1.2207071073094768,2.1690010689607013,2
1.0112795555548726,3.394902272891634,2
0.4046807413050308,3.021205529106137,2
-0.16475238269776127,3.1497123725179557,2
-0.582748022832861,2.2459189820010628,2
0.9697501534785449,2.559924339886617,2
0.07129617872408309,2.3074741638689655,2
0.39335388243042624,3.385084136182817,2
0.33233009590077867,3.235911728154111,2
-0.05353686191490736,2.5024995979337668,2
-0.030321319512601363,3.0954186269307575,2
0.528687313577721,3.2611375513556053,2
0.2682718530586852,2.232031118687593,2
-0.3587856993680364,2.471355541744284,2
0.8232439829917131,2.560263131823607,2
-0.33011870463256743,1.87564031456458,2
1.0498542465349052,2.2193917265811245,2
0.517484149232308,2.81518939288193,2
1.1274088990889244,3.36864852440378,2
-0.12019858334474254,2.19642544246559,2
0.16906447935495142,2.8499421549259694,2
0.37237516413975275,4.044157833945406,3
-0.4373223297315973,4.291371903894301,3
-0.6158335866996212,5.068908181290044,3
-0.5517935808451181,4.352186697953352,3
-0.21515305432755635,4.951145838103564,3
0.5140547159529805,5.760095403812963,3
-0.7873455607599255,4.556616105200396,3
0.7622654949654685,4.951851344017939,3
0.8957066198756705,4.979774665687033,3
-0.19250960645552523,4.186246173173825,3
-0.37046931744447154,4.315898747679997,3
0.28825195267403697,5.045758028892074,3
-0.9204732830040174,5.569823353470111,3
0.2554623119499564,4.442393665227045,3
0.39130876446012786,4.459451449125425,3
0.2885247772077818,5.161336909915901,3
0.5685708691396898,4.958335071438584,3
-0.03597850105143714,5.083885065725996,3
-0.5708178472711573,4.183065412696481,3
-0.15762343694381262,5.045913847794828,3
-0.11967346225567357,4.822178528084572,3
0.38568079648201403,4.804127994860236,3
0.9266719333741537,4.563506415876261,3
-0.6696783169423879,4.641244386626982,3
0.04806040817519897,4.43500907697486,3
0.6129246715581752,5.081970512687983,3
0.18080704012167095,4.977765668018675,3
-0.3340555660795811,4.586851905793945,3
0.479787554680142,4.626166062572165,3
-0.06482618871505598,4.423558441361993,3
0.37687418795727123,4.476280475858224,3
-0.7508515370459014,4.4896573402715605,3
-0.2324995942049104,4.414853905724274,3
0.4421993779942619,4.336526492984287,3
0.6185565471530025,4.018845038700608,3
-0.3355498920058803,4.053700831411054,3
-0.4110645240624336,3.264353823862563,3
0.001450660779884573,4.3008926855093215,3
-0.1325381033367531,4.130946541085372,3
-0.23600787996020284,5.0378428795230406,3
-0.11203449103443727,5.249059771915878,3
-0.9095738638231186,3.692287540388616,3
-0.4286677504166185,4.387811778465651,3
-0.039813949175871055,4.292140004362053,3
-0.647401405630627,5.453088034926677,3
0.04633737901406214,4.738425934039509,3
0.28866489658419703,4.7774367207885655,3
-0.36671414350416404,5.414362224160918,3
-0.10888028414031928,5.014672020002514,3
-0.5611262098896156,4.194189239396094,3
-0.032503545246468285,5.080958287534313,3
0.32808541226850135,5.912250119800939,3
0.6957105102485419,4.795452445121655,3
0.9641043744972051,5.294037141758414,3
0.36639278096848615,4.733496097298389,3
0.0942301989679668,4.674639574814296,3
0.35509468389552407,4.698411411896341,3
-0.09797069129682777,4.4063751144765,3
-0.37887937038466313,4.7731770692888835,3
0.6071187898531064,4.4064527399530276,3
-1.1833788279450332,4.483340340433292,3
0.4843108572624432,3.802896325388258,3
-0.3235958511662043,4.57708887457113,3
0.2944532384059057,4.78010123550185,3
0.1213174696384881,4.832277669373977,3
-0.24726576128075284,4.4473559300602235,3
0.22319151340315294,5.127915350013401,3
-0.12308285132307054,5.406937840395539,3
-0.24359298522571876,4.654344246864661,3
-0.5931883648003476,5.022126811513625,3
1.0478331649300903,4.549699381500502,3
-0.18934712885593952,4.5224815256260715,3
-0.23103520547809114,4.716240677087815,3
0.902215368844746,4.880554099221104,3
0.22166510821449467,4.9316329221248445,3
-0.2670423977508121,4.428520206951818,3
0.01862918097607173,5.027790438523794,3
-0.5079727218132309,3.914594936099122,3
0.06238928216475928,4.370527408150291,3
0.43654832383842773,4.841451861211325,3
0.25963250937829646,3.7216814863151737,3
-0.9213963467667615,4.466902888279684,3
0.5014852857654687,4.658192302464553,3
-0.5629684189598261,5.362367926232604,3
0.36003450182590885,3.8549067762703926,3
1.11569661849162,4.135487728487325,3
-0.8936179723775866,4.141312721262356,3
0.22282322325694795,5.730249503385172,3
0.41466815909078636,4.77120758476187,3
0.3136237680924942,5.537662632641114,3
-0.14597816945364134,4.00472318999798,3
-0.5718610042485716,3.218542664653339,3
-0.4289622706950339,4.573480194534056,3
0.022064365309289007,3.9951708403783344,3
-0.18485865776831065,4.340296728956552,3
-0.13166767598894433,4.313339232672936,3
-0.6858137490987588,4.39735497869287,3
0.21197299608714448,4.462017922768394,3
-0.5089637900422149,4.754557599036488,3
-0.35702337302205467,5.013482547794016,3
