agreement_rk,id_client,target
59919115.0,106804441.0,0.0
59919158.0,106804442.0,0.0
59919255.0,106804443.0,0.0
59919426.0,106804444.0,0.0
59919466.0,106804445.0,0.0
59919794.0,106804446.0,0.0
59919854.0,106804447.0,0.0
59920262.0,106804448.0,0.0
59920457.0,106804449.0,1.0
59920692.0,106804450.0,0.0
59920809.0,106804451.0,0.0
59920871.0,106804452.0,0.0
59920924.0,106804453.0,0.0
59921016.0,106804454.0,1.0
59921388.0,106804455.0,0.0
59921422.0,106804456.0,0.0
59921596.0,106804457.0,0.0
59921625.0,106804458.0,0.0
59921843.0,106804459.0,0.0
59922010.0,106804460.0,0.0
59922118.0,106804461.0,0.0
59922128.0,106804462.0,0.0
59923054.0,106804463.0,0.0
59923107.0,106804464.0,0.0
59923159.0,106804465.0,0.0
59923161.0,106804466.0,0.0
59923165.0,106804467.0,0.0
59923241.0,106804468.0,0.0
59923269.0,106804469.0,0.0
59923341.0,106804470.0,0.0
59923386.0,106804471.0,0.0
59923424.0,106804472.0,0.0
59923546.0,106804473.0,0.0
59923557.0,106804474.0,0.0
59923612.0,106804475.0,0.0
59923663.0,106804476.0,1.0
59923678.0,106804477.0,0.0
59923884.0,106804478.0,0.0
59924026.0,106804479.0,0.0
59924048.0,106804480.0,0.0
59924146.0,106804481.0,0.0
59924239.0,106804482.0,0.0
59924607.0,106804483.0,0.0
59925055.0,106804484.0,0.0
59925110.0,106804485.0,0.0
59925185.0,106804486.0,0.0
59925195.0,106804487.0,0.0
59925200.0,106804488.0,0.0
59925263.0,106804489.0,0.0
59925320.0,106804490.0,0.0
59925344.0,106804491.0,0.0
59925421.0,106804492.0,0.0
59925539.0,106804493.0,0.0
59925799.0,106804494.0,0.0
59925843.0,106804495.0,0.0
59925872.0,106804496.0,0.0
59925882.0,106804497.0,0.0
59925955.0,106804498.0,0.0
59926091.0,106804499.0,1.0
59926221.0,106804500.0,0.0
59926263.0,106804501.0,0.0
59926295.0,106804502.0,0.0
59926408.0,106804503.0,0.0
59926549.0,106804504.0,0.0
59926704.0,106804505.0,0.0
59926732.0,106804506.0,0.0
59926912.0,106804507.0,0.0
59926936.0,106804508.0,0.0
59927010.0,106804509.0,0.0
59927078.0,106804510.0,0.0
59927260.0,106804511.0,0.0
59927432.0,106804512.0,0.0
59927451.0,106804513.0,0.0
59927525.0,106804514.0,0.0
59927554.0,106804515.0,0.0
59927584.0,106804516.0,0.0
59927613.0,106804517.0,0.0
59927690.0,106804518.0,0.0
59927793.0,106804519.0,0.0
59927798.0,106804520.0,0.0
59927827.0,106804521.0,0.0
59927916.0,106804522.0,0.0
59927923.0,106804523.0,0.0
59928049.0,106804524.0,0.0
59928086.0,106804525.0,0.0
59928106.0,106804526.0,0.0
59928443.0,106804527.0,0.0
59928497.0,106804528.0,0.0
59928561.0,106804529.0,1.0
59928609.0,106804530.0,0.0
59928861.0,106804531.0,0.0
59928901.0,106804532.0,1.0
59928942.0,106804533.0,0.0
59929169.0,106804534.0,0.0
59929176.0,106804535.0,0.0
59929197.0,106804536.0,0.0
59929552.0,106804537.0,0.0
59929697.0,106804538.0,0.0
59929797.0,106804539.0,0.0
59929832.0,106804540.0,0.0
59929846.0,106804541.0,0.0
59929855.0,106804542.0,0.0
59929948.0,106804543.0,0.0
59930128.0,106804544.0,0.0
59930152.0,106804545.0,0.0
59930194.0,106804546.0,1.0
59930219.0,106804547.0,0.0
59930389.0,106804548.0,0.0
59930422.0,106804549.0,0.0
59930424.0,106804550.0,0.0
59930490.0,106804551.0,0.0
59930738.0,106804552.0,0.0
59930942.0,106804553.0,0.0
59931044.0,106804554.0,0.0
59931084.0,106804555.0,0.0
59931383.0,106804556.0,0.0
59931442.0,106804557.0,0.0
59931474.0,106804558.0,0.0
59931501.0,106804559.0,0.0
59931579.0,106804560.0,0.0
59931599.0,106804561.0,0.0
59931767.0,106804562.0,0.0
59931796.0,106804563.0,0.0
59931959.0,106804564.0,0.0
59931983.0,106804565.0,1.0
59932008.0,106804566.0,0.0
59932142.0,106804567.0,0.0
59932520.0,106804568.0,0.0
59932632.0,106804569.0,0.0
59932724.0,106804570.0,1.0
59932922.0,106804571.0,0.0
59933024.0,106804572.0,0.0
59933083.0,106804573.0,1.0
59933136.0,106804574.0,0.0
59933153.0,106804575.0,0.0
59933221.0,106804576.0,0.0
59933246.0,106804577.0,1.0
59933395.0,106804578.0,0.0
59933459.0,106804579.0,0.0
59933661.0,106804580.0,0.0
59933854.0,106804581.0,0.0
59933862.0,106804582.0,0.0
59934004.0,106804583.0,0.0
59934011.0,106804584.0,0.0
59934078.0,106804585.0,0.0
59934125.0,106804586.0,0.0
59934296.0,106804587.0,0.0
59934364.0,106804588.0,1.0
59934448.0,106804589.0,0.0
59934534.0,106804590.0,0.0
59934860.0,106804591.0,0.0
59935108.0,106804592.0,0.0
59935125.0,106804593.0,0.0
59935139.0,106804594.0,0.0
59935159.0,106804595.0,0.0
59935199.0,106804596.0,0.0
59935377.0,106804597.0,0.0
59935448.0,106804598.0,1.0
59935469.0,106804599.0,0.0
59935708.0,106804600.0,0.0
59935718.0,106804601.0,0.0
59935837.0,106804602.0,0.0
59935839.0,106804603.0,0.0
59935875.0,106804604.0,1.0
59935933.0,106804605.0,0.0
59936064.0,106804606.0,0.0
59936342.0,106804607.0,0.0
59936570.0,106804608.0,0.0
59936617.0,106804609.0,0.0
59936794.0,106804610.0,0.0
59936799.0,106804611.0,1.0
59936804.0,106804612.0,0.0
59936830.0,106804613.0,0.0
59936839.0,106804614.0,0.0
59937023.0,106804615.0,0.0
59937024.0,106804616.0,0.0
59937151.0,106804617.0,0.0
59937320.0,106804618.0,0.0
59937564.0,106804619.0,0.0
59937712.0,106804620.0,0.0
59937776.0,106804621.0,0.0
59937805.0,106804622.0,1.0
59937843.0,106804623.0,1.0
59937903.0,106804624.0,0.0
59938197.0,106804625.0,1.0
59938227.0,106804626.0,0.0
59938300.0,106804627.0,1.0
59938618.0,106804628.0,0.0
59938735.0,106804629.0,0.0
59938893.0,106804630.0,0.0
59939017.0,106804631.0,0.0
59939096.0,106804632.0,0.0
59939171.0,106804633.0,0.0
59939180.0,106804634.0,0.0
59939268.0,106804635.0,1.0
59939374.0,106804636.0,0.0
59939381.0,106804637.0,0.0
59939625.0,106804638.0,0.0
59939725.0,106804639.0,0.0
59939737.0,106804640.0,0.0
59939829.0,106804641.0,0.0
59939964.0,106804642.0,0.0
59940247.0,106804643.0,0.0
59940316.0,106804644.0,0.0
59940352.0,106804645.0,0.0
59940513.0,106804646.0,0.0
59940804.0,106804647.0,0.0
59940865.0,106804648.0,0.0
59959596.0,106804649.0,0.0
59959659.0,106804650.0,0.0
59959827.0,106804651.0,0.0
59959841.0,106804652.0,0.0
59959893.0,106804653.0,0.0
59960027.0,106804654.0,0.0
59960165.0,106804655.0,0.0
59960311.0,106804656.0,0.0
59960473.0,106804657.0,0.0
59960871.0,106804658.0,0.0
59961022.0,106804659.0,0.0
59961183.0,106804660.0,0.0
59961222.0,106804661.0,0.0
59961282.0,106804662.0,0.0
59961652.0,106804663.0,0.0
59961674.0,106804664.0,0.0
59961924.0,106804665.0,0.0
59961994.0,106804666.0,0.0
59962281.0,106804667.0,0.0
59962548.0,106804668.0,0.0
59963195.0,106804669.0,0.0
59963382.0,106804670.0,0.0
59963388.0,106804671.0,0.0
59963500.0,106804672.0,0.0
59963503.0,106804673.0,0.0
59963696.0,106804674.0,0.0
59963728.0,106804675.0,1.0
59963789.0,106804676.0,0.0
59964073.0,106804677.0,0.0
59964749.0,106804678.0,0.0
59965101.0,106804679.0,0.0
59965218.0,106804680.0,0.0
59965290.0,106804681.0,0.0
59965423.0,106804682.0,0.0
59965770.0,106804683.0,0.0
59965990.0,106804684.0,0.0
59966257.0,106804685.0,0.0
59966422.0,106804686.0,0.0
59966502.0,106804687.0,0.0
59966600.0,106804688.0,0.0
59966625.0,106804689.0,0.0
59966861.0,106804690.0,0.0
59966928.0,106804691.0,0.0
59966946.0,106804692.0,0.0
59966989.0,106804693.0,1.0
59967229.0,106804694.0,0.0
59967312.0,106804695.0,0.0
59967428.0,106804696.0,0.0
59967705.0,106804697.0,0.0
59967858.0,106804698.0,0.0
59968198.0,106804699.0,0.0
59968281.0,106804700.0,0.0
59968297.0,106804701.0,0.0
59968300.0,106804702.0,0.0
59968305.0,106804703.0,1.0
59968371.0,106804704.0,0.0
59968581.0,106804705.0,0.0
59968595.0,106804706.0,0.0
59968635.0,106804707.0,0.0
59968922.0,106804708.0,0.0
59968999.0,106804709.0,1.0
59969048.0,106804710.0,0.0
59969123.0,106804711.0,0.0
59969141.0,106804712.0,0.0
59969211.0,106804713.0,0.0
59969405.0,106804714.0,0.0
59969541.0,106804715.0,0.0
59969571.0,106804716.0,0.0
59969781.0,106804717.0,0.0
59969988.0,106804718.0,0.0
59970015.0,106804719.0,0.0
59970019.0,106804720.0,0.0
59970582.0,106804721.0,0.0
59971711.0,106804722.0,0.0
59971939.0,106804723.0,0.0
59972108.0,106804724.0,1.0
59972120.0,106804725.0,0.0
59972240.0,106804726.0,1.0
59972495.0,106804727.0,0.0
59972509.0,106804728.0,1.0
59972881.0,106804729.0,0.0
59972887.0,106804730.0,0.0
59973018.0,106804731.0,0.0
59973106.0,106804732.0,0.0
59973119.0,106804733.0,0.0
59973194.0,106804734.0,0.0
59973367.0,106804735.0,1.0
59973701.0,106804736.0,0.0
59973752.0,106804737.0,0.0
59973988.0,106804738.0,0.0
59974002.0,106804739.0,0.0
59974159.0,106804740.0,0.0
59974859.0,106804741.0,0.0
59974935.0,106804742.0,0.0
59974968.0,106804743.0,0.0
59974976.0,106804744.0,0.0
59974979.0,106804745.0,0.0
59975134.0,106804746.0,1.0
59975226.0,106804747.0,0.0
59975401.0,106804748.0,0.0
59975501.0,106804749.0,0.0
59975641.0,106804750.0,0.0
59975803.0,106804751.0,0.0
59975854.0,106804752.0,0.0
59975912.0,106804753.0,0.0
59975969.0,106804754.0,0.0
59975992.0,106804755.0,1.0
59976017.0,106804756.0,0.0
59976223.0,106804757.0,0.0
59976321.0,106804758.0,0.0
59976364.0,106804759.0,0.0
59976454.0,106804760.0,0.0
59976503.0,106804761.0,0.0
59976648.0,106804762.0,0.0
59976802.0,106804763.0,0.0
59976840.0,106804764.0,0.0
59976890.0,106804765.0,0.0
59976896.0,106804766.0,0.0
59977061.0,106804767.0,1.0
60035449.0,106804768.0,1.0
60035580.0,106804769.0,0.0
60035789.0,106804770.0,1.0
60035997.0,106804771.0,0.0
60036099.0,106804772.0,0.0
60036186.0,106804773.0,0.0
60036487.0,106804774.0,1.0
60036811.0,106804775.0,0.0
60036992.0,106804776.0,0.0
60037205.0,106804777.0,0.0
60037207.0,106804778.0,1.0
60037559.0,106804779.0,0.0
60037740.0,106804780.0,0.0
60037794.0,106804781.0,0.0
60038271.0,106804782.0,0.0
60038720.0,106804783.0,0.0
60038740.0,106804784.0,0.0
60039083.0,106804785.0,0.0
60039189.0,106804786.0,0.0
60039398.0,106804787.0,0.0
60039486.0,106804788.0,0.0
60039580.0,106804789.0,0.0
60039657.0,106804790.0,0.0
60039761.0,106804791.0,0.0
60039822.0,106804792.0,0.0
60040109.0,106804793.0,0.0
60040119.0,106804794.0,0.0
60040178.0,106804795.0,0.0
60040354.0,106804796.0,0.0
60040474.0,106804797.0,0.0
60040982.0,106804798.0,1.0
60041009.0,106804799.0,0.0
60041507.0,106804800.0,0.0
60041801.0,106804801.0,0.0
60042352.0,106804802.0,0.0
60042394.0,106804803.0,0.0
60042552.0,106804804.0,0.0
60042654.0,106804805.0,0.0
60043044.0,106804806.0,0.0
60043375.0,106804807.0,0.0
60043904.0,106804808.0,0.0
60043994.0,106804809.0,0.0
60044030.0,106804810.0,0.0
60044082.0,106804811.0,0.0
60044131.0,106804812.0,1.0
60044590.0,106804813.0,1.0
60044649.0,106804814.0,0.0
60044737.0,106804815.0,0.0
60044771.0,106804816.0,0.0
60044935.0,106804817.0,0.0
60044974.0,106804818.0,1.0
60045158.0,106804819.0,0.0
60045188.0,106804820.0,0.0
60045224.0,106804821.0,1.0
60045353.0,106804822.0,0.0
60045383.0,106804823.0,0.0
60045476.0,106804824.0,0.0
60045483.0,106804825.0,0.0
60045495.0,106804826.0,0.0
60045619.0,106804827.0,0.0
60045661.0,106804828.0,0.0
60045701.0,106804829.0,0.0
60045935.0,106804830.0,0.0
60046035.0,106804831.0,0.0
60046311.0,106804832.0,0.0
60046341.0,106804833.0,0.0
60046535.0,106804834.0,0.0
60047028.0,106804835.0,0.0
60047117.0,106804836.0,0.0
60047226.0,106804837.0,1.0
60047260.0,106804838.0,0.0
60047350.0,106804839.0,0.0
60047638.0,106804840.0,0.0
60047783.0,106804841.0,0.0
60047856.0,106804842.0,0.0
60048041.0,106804843.0,0.0
60048043.0,106804844.0,0.0
60048087.0,106804845.0,0.0
60048317.0,106804846.0,0.0
60048649.0,106804847.0,0.0
60049069.0,106804848.0,1.0
60049106.0,106804849.0,0.0
60049146.0,106804850.0,0.0
60049362.0,106804851.0,0.0
60049502.0,106804852.0,0.0
60049582.0,106804853.0,0.0
60049600.0,106804854.0,0.0
60049627.0,106804855.0,0.0
60049952.0,106804856.0,0.0
60050002.0,106804857.0,0.0
60050202.0,106804858.0,0.0
60050237.0,106804859.0,0.0
60050469.0,106804860.0,0.0
60050619.0,106804861.0,1.0
60050670.0,106804862.0,0.0
60050682.0,106804863.0,0.0
60050890.0,106804864.0,0.0
60050977.0,106804865.0,0.0
60050998.0,106804866.0,0.0
60051183.0,106804867.0,0.0
60051250.0,106804868.0,0.0
60051298.0,106804869.0,1.0
60051509.0,106804870.0,0.0
60051864.0,106804871.0,0.0
60051963.0,106804872.0,1.0
60052044.0,106804873.0,0.0
60052064.0,106804874.0,0.0
60052295.0,106804875.0,0.0
60052345.0,106804876.0,0.0
60052472.0,106804877.0,0.0
60052509.0,106804878.0,0.0
60052594.0,106804879.0,0.0
60052795.0,106804880.0,0.0
60052843.0,106804881.0,0.0
60053095.0,106804882.0,0.0
60053102.0,106804883.0,0.0
60053244.0,106804884.0,0.0
60053278.0,106804885.0,0.0
60053317.0,106804886.0,0.0
60053344.0,106804887.0,0.0
60053429.0,106804888.0,0.0
60053453.0,106804889.0,0.0
60053475.0,106804890.0,1.0
60053795.0,106804891.0,1.0
60053884.0,106804892.0,0.0
60053983.0,106804893.0,0.0
60054019.0,106804894.0,0.0
60054091.0,106804895.0,0.0
60054164.0,106804896.0,1.0
60054204.0,106804897.0,0.0
60054403.0,106804898.0,0.0
60054473.0,106804899.0,0.0
60054480.0,106804900.0,0.0
60054523.0,106804901.0,0.0
60054524.0,106804902.0,0.0
60054689.0,106804903.0,0.0
60055001.0,106804904.0,0.0
60055030.0,106804905.0,0.0
60055035.0,106804906.0,0.0
60055196.0,106804907.0,0.0
60055202.0,106804908.0,0.0
60055213.0,106804909.0,0.0
60055266.0,106804910.0,0.0
60055339.0,106804911.0,0.0
60055507.0,106804912.0,0.0
60055727.0,106804913.0,0.0
60055920.0,106804914.0,1.0
60056016.0,106804915.0,0.0
60056554.0,106804916.0,0.0
60056649.0,106804917.0,0.0
60056718.0,106804918.0,0.0
60056885.0,106804919.0,0.0
60057014.0,106804920.0,0.0
60057090.0,106804921.0,0.0
60057094.0,106804922.0,0.0
60057316.0,106804923.0,0.0
60057535.0,106804924.0,0.0
60057571.0,106804925.0,0.0
60057644.0,106804926.0,0.0
60057841.0,106804927.0,0.0
60057842.0,106804928.0,1.0
60057995.0,106804929.0,0.0
60058021.0,106804930.0,1.0
60058067.0,106804931.0,0.0
60058069.0,106804932.0,0.0
60058316.0,106804933.0,0.0
60058319.0,106804934.0,0.0
60058363.0,106804935.0,0.0
60058692.0,106804936.0,0.0
60058750.0,106804937.0,0.0
60059261.0,106804938.0,0.0
60059410.0,106804939.0,0.0
60059466.0,106804940.0,0.0
60059482.0,106804941.0,0.0
60059563.0,106804942.0,0.0
60059582.0,106804943.0,0.0
60059697.0,106804944.0,0.0
60059705.0,106804945.0,0.0
60059742.0,106804946.0,0.0
60059765.0,106804947.0,0.0
60059809.0,106804948.0,0.0
60059889.0,106804949.0,0.0
60060034.0,106804950.0,1.0
60060331.0,106804951.0,0.0
60060336.0,106804952.0,1.0
60060468.0,106804953.0,0.0
60060628.0,106804954.0,0.0
60060805.0,106804955.0,0.0
60060877.0,106804956.0,0.0
60060907.0,106804957.0,0.0
60060941.0,106804958.0,0.0
60061050.0,106804959.0,0.0
60061112.0,106804960.0,0.0
60061148.0,106804961.0,0.0
60061269.0,106804962.0,0.0
60061278.0,106804963.0,1.0
60061364.0,106804964.0,0.0
60061438.0,106804965.0,0.0
60061458.0,106804966.0,0.0
60061523.0,106804967.0,0.0
60061629.0,106804968.0,0.0
60061703.0,106804969.0,0.0
60061851.0,106804970.0,0.0
60061919.0,106804971.0,0.0
60061939.0,106804972.0,0.0
60062046.0,106804973.0,0.0
60083007.0,106804974.0,0.0
60083324.0,106804975.0,0.0
60083478.0,106804976.0,0.0
60083503.0,106804977.0,0.0
60083615.0,106804978.0,0.0
60083667.0,106804979.0,0.0
60083776.0,106804980.0,0.0
60083836.0,106804981.0,0.0
60084438.0,106804982.0,1.0
60084480.0,106804983.0,0.0
60084562.0,106804984.0,0.0
60084653.0,106804985.0,0.0
60084780.0,106804986.0,0.0
60084802.0,106804987.0,0.0
60084848.0,106804988.0,0.0
60085121.0,106804989.0,0.0
60085546.0,106804990.0,0.0
60085694.0,106804991.0,0.0
60085711.0,106804992.0,0.0
60085742.0,106804993.0,0.0
60086147.0,106804994.0,0.0
60086281.0,106804995.0,0.0
60086724.0,106804996.0,0.0
60086804.0,106804997.0,0.0
60086820.0,106804998.0,0.0
60086881.0,106804999.0,0.0
60086903.0,106805000.0,0.0
60087152.0,106805001.0,0.0
60087505.0,106805002.0,0.0
60087605.0,106805003.0,0.0
60087666.0,106805004.0,0.0
60087678.0,106805005.0,0.0
60087894.0,106805006.0,0.0
60087960.0,106805007.0,0.0
60087981.0,106805008.0,0.0
60087999.0,106805009.0,0.0
60088160.0,106805010.0,0.0
60088311.0,106805011.0,0.0
60088378.0,106805012.0,0.0
60088704.0,106805013.0,0.0
60088798.0,106805014.0,1.0
60089057.0,106805015.0,0.0
60089140.0,106805016.0,0.0
60089254.0,106805017.0,0.0
60089289.0,106805018.0,0.0
60089448.0,106805019.0,0.0
60089684.0,106805020.0,0.0
60089889.0,106805021.0,0.0
60089924.0,106805022.0,0.0
60090169.0,106805023.0,0.0
60090170.0,106805024.0,0.0
60090269.0,106805025.0,0.0
60090525.0,106805026.0,0.0
60090676.0,106805027.0,0.0
60090738.0,106805028.0,1.0
60090981.0,106805029.0,0.0
60091133.0,106805030.0,0.0
60091164.0,106805031.0,1.0
60091172.0,106805032.0,0.0
60091182.0,106805033.0,1.0
60091680.0,106805034.0,0.0
60091694.0,106805035.0,0.0
60091695.0,106805036.0,0.0
60091740.0,106805037.0,0.0
60091842.0,106805038.0,0.0
60091889.0,106805039.0,1.0
60091920.0,106805040.0,0.0
60091924.0,106805041.0,0.0
60091946.0,106805042.0,0.0
60092264.0,106805043.0,0.0
60092462.0,106805044.0,0.0
60092797.0,106805045.0,0.0
60093026.0,106805046.0,0.0
60093052.0,106805047.0,0.0
60093098.0,106805048.0,0.0
60093109.0,106805049.0,0.0
60093245.0,106805050.0,0.0
60093273.0,106805051.0,0.0
60093670.0,106805052.0,0.0
60093762.0,106805053.0,0.0
60093838.0,106805054.0,0.0
60093932.0,106805055.0,0.0
60094030.0,106805056.0,0.0
60094119.0,106805057.0,0.0
60094187.0,106805058.0,0.0
60094218.0,106805059.0,0.0
60094231.0,106805060.0,0.0
60094540.0,106805061.0,0.0
60094600.0,106805062.0,0.0
60094906.0,106805063.0,0.0
60095258.0,106805064.0,1.0
60095324.0,106805065.0,0.0
60095348.0,106805066.0,0.0
60095690.0,106805067.0,0.0
60095793.0,106805068.0,0.0
60095800.0,106805069.0,0.0
60095879.0,106805070.0,1.0
60095919.0,106805071.0,0.0
60095959.0,106805072.0,0.0
60095996.0,106805073.0,1.0
60096354.0,106805074.0,0.0
60096454.0,106805075.0,0.0
60096578.0,106805076.0,0.0
60096719.0,106805077.0,0.0
60096783.0,106805078.0,0.0
60096935.0,106805079.0,0.0
60097017.0,106805080.0,0.0
60097094.0,106805081.0,0.0
60097114.0,106805082.0,0.0
60097303.0,106805083.0,0.0
60097305.0,106805084.0,0.0
60097360.0,106805085.0,0.0
60097445.0,106805086.0,0.0
60097523.0,106805087.0,0.0
60097675.0,106805088.0,0.0
60097915.0,106805089.0,0.0
60098007.0,106805090.0,0.0
60098048.0,106805091.0,1.0
60098192.0,106805092.0,0.0
60098221.0,106805093.0,0.0
60098292.0,106805094.0,0.0
60098316.0,106805095.0,0.0
60098380.0,106805096.0,0.0
60098419.0,106805097.0,0.0
60098463.0,106805098.0,0.0
60098470.0,106805099.0,0.0
60098538.0,106805100.0,0.0
60098621.0,106805101.0,0.0
60098726.0,106805102.0,0.0
60099204.0,106805103.0,1.0
60099270.0,106805104.0,0.0
60099301.0,106805105.0,1.0
60099593.0,106805106.0,0.0
60099753.0,106805107.0,0.0
60099759.0,106805108.0,1.0
60099842.0,106805109.0,0.0
60099939.0,106805110.0,0.0
60099988.0,106805111.0,0.0
60100102.0,106805112.0,0.0
60100227.0,106805113.0,0.0
60100351.0,106805114.0,1.0
60100438.0,106805115.0,0.0
60100593.0,106805116.0,0.0
60100658.0,106805117.0,0.0
60100819.0,106805118.0,0.0
60100950.0,106805119.0,0.0
60101116.0,106805120.0,0.0
60101132.0,106805121.0,0.0
60101155.0,106805122.0,0.0
60101751.0,106805123.0,0.0
60101775.0,106805124.0,0.0
60102194.0,106805125.0,0.0
60102329.0,106805126.0,0.0
60102595.0,106805127.0,0.0
60102867.0,106805128.0,0.0
60102883.0,106805129.0,0.0
60102917.0,106805130.0,0.0
60103087.0,106805131.0,0.0
60103429.0,106805132.0,0.0
60104077.0,106805133.0,0.0
60104078.0,106805134.0,0.0
60104092.0,106805135.0,0.0
60104212.0,106805136.0,0.0
60104219.0,106805137.0,0.0
60104382.0,106805138.0,0.0
60104436.0,106805139.0,0.0
60104563.0,106805140.0,0.0
60104564.0,106805141.0,0.0
60104736.0,106805142.0,0.0
60104853.0,106805143.0,0.0
60105071.0,106805144.0,0.0
60105144.0,106805145.0,0.0
60105300.0,106805146.0,1.0
60105636.0,106805147.0,0.0
60105793.0,106805148.0,1.0
60105802.0,106805149.0,0.0
60105877.0,106805150.0,0.0
60106019.0,106805151.0,0.0
60106192.0,106805152.0,0.0
60106539.0,106805153.0,0.0
60106578.0,106805154.0,0.0
60106770.0,106805155.0,0.0
60106925.0,106805156.0,0.0
60107037.0,106805157.0,0.0
60107242.0,106805158.0,1.0
60107301.0,106805159.0,0.0
60107561.0,106805160.0,0.0
60107583.0,106805161.0,0.0
60107585.0,106805162.0,0.0
60107629.0,106805163.0,0.0
60107650.0,106805164.0,0.0
60107768.0,106805165.0,0.0
60107804.0,106805166.0,0.0
60107930.0,106805167.0,1.0
60108353.0,106805168.0,0.0
60108560.0,106805169.0,0.0
60108599.0,106805170.0,0.0
60108601.0,106805171.0,0.0
60108620.0,106805172.0,0.0
60108759.0,106805173.0,0.0
60108872.0,106805174.0,0.0
60108910.0,106805175.0,0.0
60109133.0,106805176.0,0.0
60109234.0,106805177.0,1.0
60109526.0,106805178.0,0.0
60109641.0,106805179.0,0.0
60109815.0,106805180.0,0.0
60109855.0,106805181.0,0.0
60109934.0,106805182.0,0.0
60110196.0,106805183.0,0.0
60110312.0,106805184.0,0.0
60110346.0,106805185.0,0.0
60110378.0,106805186.0,0.0
60110403.0,106805187.0,0.0
60110540.0,106805188.0,0.0
60110588.0,106805189.0,0.0
60110658.0,106805190.0,1.0
60110680.0,106805191.0,0.0
60110969.0,106805192.0,0.0
60111408.0,106805193.0,0.0
60111707.0,106805194.0,0.0
60111716.0,106805195.0,0.0
60111809.0,106805196.0,0.0
60111828.0,106805197.0,0.0
60111979.0,106805198.0,1.0
60112364.0,106805199.0,0.0
60112389.0,106805200.0,0.0
60112595.0,106805201.0,0.0
60112642.0,106805202.0,0.0
60112652.0,106805203.0,0.0
60112777.0,106805204.0,0.0
60112964.0,106805205.0,0.0
60112988.0,106805206.0,0.0
60113033.0,106805207.0,0.0
60113156.0,106805208.0,0.0
60113477.0,106805209.0,0.0
60113479.0,106805210.0,0.0
60113523.0,106805211.0,0.0
60113552.0,106805212.0,0.0
60113610.0,106805213.0,0.0
60113692.0,106805214.0,0.0
60113752.0,106805215.0,0.0
60113828.0,106805216.0,0.0
60113933.0,106805217.0,0.0
60114093.0,106805218.0,1.0
60114164.0,106805219.0,0.0
60114281.0,106805220.0,1.0
60114559.0,106805221.0,0.0
60114657.0,106805222.0,0.0
60114932.0,106805223.0,1.0
60115335.0,106805224.0,0.0
60115444.0,106805225.0,0.0
60115552.0,106805226.0,0.0
60115712.0,106805227.0,0.0
60115767.0,106805228.0,0.0
60115877.0,106805229.0,0.0
60116025.0,106805230.0,0.0
60116059.0,106805231.0,1.0
60116190.0,106805232.0,1.0
60116349.0,106805233.0,0.0
60116417.0,106805234.0,0.0
60116606.0,106805235.0,1.0
60116612.0,106805236.0,0.0
60116620.0,106805237.0,0.0
60116666.0,106805238.0,0.0
60116738.0,106805239.0,0.0
60117035.0,106805240.0,0.0
60117048.0,106805241.0,0.0
60117132.0,106805242.0,0.0
