credit,term,fst_payment,id_client
9000.0,6.0,1100.0,106804523.0
4520.0,6.0,1150.0,106804524.0
21550.0,8.0,5000.0,106804525.0
6750.0,6.0,750.0,106804526.0
20690.0,12.0,2300.0,106804527.0
5000.0,3.0,7500.0,106804528.0
6600.0,6.0,1170.0,106804529.0
5390.0,3.0,600.0,106804530.0
9750.0,4.0,16000.0,106804531.0
2889.0,3.0,1500.0,106804532.0
29700.0,12.0,3300.0,106804533.0
2890.0,4.0,510.0,106804534.0
29615.0,12.0,5226.9,106804535.0
5740.0,6.0,500.0,106804536.0
4673.0,5.0,150.0,106804537.0
5490.0,6.0,4500.0,106804538.0
11590.0,6.0,1300.0,106804539.0
35530.0,12.0,5000.0,106804540.0
5436.0,6.0,4000.0,106804541.0
3350.0,4.0,1000.0,106804542.0
3690.0,6.0,410.0,106804543.0
6990.0,3.0,6000.0,106804544.0
8880.0,6.0,0.0,106804545.0
11727.0,6.0,1303.0,106804546.0
32800.0,3.0,3700.0,106804547.0
13920.0,10.0,5000.0,106804548.0
24330.0,6.0,10000.0,106804549.0
12999.0,6.0,2000.0,106804550.0
37880.0,3.0,4300.0,106804551.0
16730.0,6.0,4200.0,106804552.0
40000.0,8.0,12300.0,106804553.0
17466.0,5.0,1759.0,106804554.0
6800.0,4.0,4000.0,106804555.0
6100.0,12.0,1000.0,106804556.0
4888.0,6.0,862.0,106804557.0
18643.0,5.0,1877.0,106804558.0
7900.0,6.0,500.0,106804559.0
20000.0,8.0,3484.0,106804560.0
13990.0,5.0,6000.0,106804561.0
9850.0,4.0,1100.0,106804562.0
4000.0,6.0,1055.0,106804563.0
12650.0,10.0,3000.0,106804564.0
3196.0,5.0,2131.0,106804565.0
13598.0,6.0,1600.0,106804566.0
13000.0,6.0,4000.0,106804567.0
11680.0,6.0,1300.0,106804568.0
41100.0,12.0,0.0,106804569.0
10530.0,10.0,1170.0,106804570.0
6299.0,6.0,1200.0,106804571.0
5750.0,6.0,640.0,106804572.0
7500.0,6.0,2000.0,106804573.0
3600.0,3.0,4000.0,106804574.0
5870.0,3.0,4330.0,106804575.0
9700.0,6.0,10000.0,106804576.0
11786.85,5.0,1309.65,106804577.0
4700.0,3.0,6000.0,106804578.0
10590.0,12.0,6000.0,106804579.0
14400.0,3.0,6000.0,106804580.0
12557.0,6.0,4000.0,106804581.0
3550.0,4.0,1000.0,106804582.0
2872.0,6.0,718.0,106804583.0
6990.0,3.0,6000.0,106804584.0
24423.0,5.0,10467.0,106804585.0
5000.0,12.0,560.0,106804586.0
5590.0,5.0,1000.0,106804587.0
15450.0,6.0,4000.0,106804588.0
5190.0,6.0,600.0,106804589.0
10880.0,7.0,4000.0,106804590.0
8890.0,3.0,10000.0,106804591.0
3000.0,3.0,5500.0,106804592.0
7600.0,6.0,1500.0,106804593.0
12300.0,6.0,2000.0,106804594.0
4983.0,6.0,700.0,106804595.0
7490.0,6.0,3000.0,106804596.0
6740.0,6.0,750.0,106804597.0
28110.0,5.0,4000.0,106804598.0
14450.0,12.0,2000.0,106804599.0
15650.0,6.0,15000.0,106804600.0
33978.63,6.0,9664.0,106804601.0
10000.0,10.0,1670.0,106804602.0
10650.0,6.0,1950.0,106804603.0
8055.0,10.0,895.0,106804604.0
17960.0,3.0,10000.0,106804605.0
22969.0,4.0,13670.0,106804606.0
13351.0,3.0,5722.21,106804607.0
50929.82,18.0,6000.0,106804608.0
7454.0,3.0,5000.0,106804609.0
18230.0,7.0,3000.0,106804610.0
4845.0,6.0,855.0,106804611.0
6720.0,6.0,800.0,106804612.0
12396.0,6.0,2200.0,106804613.0
7250.0,4.0,1300.0,106804614.0
4922.0,4.0,550.0,106804615.0
21771.0,6.0,2419.0,106804616.0
11754.0,6.0,7836.0,106804617.0
15824.0,5.0,6782.0,106804618.0
5940.0,5.0,660.0,106804619.0
31580.0,6.0,10000.0,106804620.0
38250.0,5.0,10000.0,106804621.0
2690.0,3.0,1000.0,106804622.0
10890.0,3.0,2000.0,106804623.0
5602.0,5.0,988.0,106804624.0
22499.0,6.0,2500.0,106804625.0
7790.0,8.0,2000.0,106804626.0
2572.0,4.0,304.0,106804627.0
20320.0,6.0,3000.0,106804628.0
4458.0,3.0,1200.0,106804629.0
19520.0,6.0,1000.0,106804630.0
14690.0,6.0,2000.0,106804631.0
2704.0,12.0,301.0,106804632.0
3990.0,5.0,1000.0,106804633.0
4293.0,3.0,757.0,106804634.0
13952.73,6.0,3489.0,106804635.0
7830.0,4.0,870.0,106804636.0
5445.0,6.0,605.0,106804637.0
4070.0,3.0,0.0,106804638.0
4720.0,3.0,4500.0,106804639.0
14860.0,6.0,3000.0,106804640.0
8700.0,3.0,1000.0,106804641.0
3023.58,6.0,2000.0,106804642.0
9990.0,4.0,2000.0,106804643.0
5000.0,6.0,800.0,106804644.0
9990.0,6.0,3000.0,106804645.0
12530.0,5.0,660.0,106804646.0
13390.0,4.0,1500.0,106804647.0
5090.0,3.0,1000.0,106804648.0
3699.0,6.0,500.0,106804649.0
3731.0,4.0,658.0,106804650.0
11500.0,12.0,1300.0,106804651.0
4150.0,3.0,500.0,106804652.0
12537.0,6.0,5373.0,106804653.0
6000.0,6.0,3740.0,106804654.0
10987.0,6.0,1300.0,106804655.0
25050.0,6.0,3000.0,106804656.0
39327.2,12.0,4370.0,106804657.0
4230.0,3.0,1060.0,106804658.0
17995.0,12.0,4053.0,106804659.0
2600.0,4.0,1000.0,106804660.0
5000.0,3.0,1930.0,106804661.0
40410.0,5.0,4490.0,106804662.0
3000.0,3.0,3150.0,106804663.0
2724.0,3.0,300.0,106804664.0
3990.0,6.0,4000.0,106804665.0
12250.0,10.0,3200.0,106804666.0
17940.0,6.0,2000.0,106804667.0
4208.0,3.0,0.0,106804668.0
4140.0,4.0,1200.0,106804669.0
9100.0,6.0,7000.0,106804670.0
2650.0,4.0,500.0,106804671.0
7872.0,3.0,900.0,106804672.0
2065.5,5.0,229.5,106804673.0
5000.0,10.0,1840.0,106804674.0
13490.0,10.0,1500.0,106804675.0
5490.0,12.0,1500.0,106804676.0
3639.0,6.0,1500.0,106804677.0
7370.0,12.0,230.0,106804678.0
3960.0,10.0,440.0,106804679.0
2400.0,3.0,500.0,106804680.0
8499.0,6.0,1000.0,106804681.0
12700.0,12.0,1500.0,106804682.0
14996.0,12.0,464.0,106804683.0
13450.0,10.0,450.0,106804684.0
5340.0,12.0,950.0,106804685.0
21473.0,12.0,2940.0,106804686.0
5670.0,9.0,630.0,106804687.0
19000.0,12.0,3000.0,106804688.0
21237.0,10.0,2360.0,106804689.0
19600.0,12.0,2000.0,106804690.0
19750.0,12.0,3000.0,106804691.0
5450.0,6.0,5450.0,106804692.0
8195.0,12.0,920.0,106804693.0
27518.0,10.0,3060.0,106804694.0
15780.0,10.0,1760.0,106804695.0
4680.0,6.0,520.0,106804696.0
7625.0,12.0,900.0,106804697.0
7472.0,6.0,1318.0,106804698.0
22962.0,10.0,9411.0,106804699.0
12600.0,12.0,1400.0,106804700.0
3604.0,10.0,636.0,106804701.0
8000.0,12.0,2000.0,106804702.0
11670.0,10.0,3000.0,106804703.0
11600.0,12.0,3000.0,106804704.0
5990.0,9.0,3000.0,106804705.0
8369.0,10.0,930.0,106804706.0
24000.0,12.0,3500.0,106804707.0
31000.0,6.0,10000.0,106804708.0
21080.0,12.0,3720.0,106804709.0
60888.0,36.0,60432.0,106804710.0
11589.0,10.0,1300.92,106804711.0
14387.0,12.0,1700.0,106804712.0
18260.0,12.0,700.0,106804713.0
24110.0,12.0,3500.0,106804714.0
16470.0,24.0,1829.0,106804715.0
4891.0,6.0,1000.0,106804716.0
7366.0,10.0,554.0,106804717.0
4995.0,6.0,905.0,106804718.0
15000.0,6.0,2200.0,106804719.0
13990.0,10.0,1600.0,106804720.0
29198.0,12.0,3300.0,106804721.0
14990.95,6.0,10000.0,106804722.0
22139.0,12.0,3907.0,106804723.0
35669.0,18.0,3970.0,106804724.0
7990.0,6.0,3000.0,106804725.0
8917.0,12.0,1573.0,106804726.0
34766.0,6.0,0.0,106804727.0
55000.0,9.0,20000.0,106804728.0
4495.0,8.0,500.0,106804729.0
18600.0,12.0,3391.0,106804730.0
3390.0,12.0,850.0,106804731.0
6757.0,9.0,1200.0,106804732.0
13090.0,12.0,3000.0,106804733.0
4923.0,6.0,550.0,106804734.0
8690.0,9.0,1550.0,106804735.0
6785.0,10.0,210.0,106804736.0
40110.0,12.0,1300.0,106804737.0
8780.0,12.0,3000.0,106804738.0
17100.0,10.0,2000.0,106804739.0
13435.0,6.0,415.0,106804740.0
9595.0,10.0,1100.0,106804741.0
7514.0,12.0,1326.0,106804742.0
4408.0,9.0,780.0,106804743.0
4169.0,6.0,130.0,106804744.0
10490.0,6.0,4000.0,106804745.0
10570.0,6.0,1200.0,106804746.0
9000.0,6.0,1100.0,106804747.0
19895.0,12.0,616.0,106804748.0
9899.92,10.0,1110.0,106804749.0
19150.0,11.0,15000.0,106804750.0
41125.88,24.0,4600.0,106804751.0
40970.0,10.0,7230.0,106804752.0
25520.0,10.0,10000.0,106804753.0
10080.0,6.0,1800.0,106804754.0
17451.0,10.0,1939.0,106804755.0
7459.6,6.0,850.0,106804756.0
50177.0,12.0,5580.0,106804757.0
25625.0,12.0,15000.0,106804758.0
28016.0,12.0,4500.0,106804759.0
17170.0,10.0,3030.0,106804760.0
13700.0,12.0,1600.0,106804761.0
17531.0,10.0,7185.0,106804762.0
21062.0,10.0,2800.0,106804763.0
12366.0,12.0,1374.0,106804764.0
25632.0,10.0,2848.0,106804765.0
6090.0,6.0,700.0,106804766.0
84000.0,24.0,5000.0,106804767.0
20280.0,10.0,10000.0,106804768.0
20000.0,6.0,6500.0,106804769.0
23060.0,10.0,4000.0,106804770.0
16880.91,10.0,2000.0,106804771.0
29680.0,10.0,3300.0,106804772.0
10990.0,10.0,1500.0,106804773.0
21150.0,12.0,2350.0,106804774.0
20000.0,12.0,4100.0,106804775.0
23625.0,12.0,2625.0,106804776.0
7439.0,12.0,0.0,106804777.0
21180.0,12.0,3000.0,106804778.0
22561.0,12.0,698.0,106804779.0
17500.0,11.0,3000.0,106804780.0
11897.0,12.0,8164.0,106804781.0
8960.0,6.0,1000.0,106804782.0
10585.0,10.0,3935.0,106804783.0
20000.0,12.0,3400.0,106804784.0
17380.0,12.0,2000.0,106804785.0
10431.0,10.0,1159.0,106804786.0
5080.0,6.0,900.0,106804787.0
23784.0,12.0,736.0,106804788.0
19360.0,9.0,5000.0,106804789.0
24300.0,12.0,0.0,106804790.0
19650.0,12.0,5850.0,106804791.0
12560.01,9.0,1400.0,106804792.0
5772.0,6.0,1018.0,106804793.0
62000.0,12.0,10000.0,106804794.0
16400.0,10.0,1000.0,106804795.0
8590.0,10.0,2000.0,106804796.0
15240.0,10.0,1700.0,106804797.0
12599.0,10.0,2300.0,106804798.0
7448.0,6.0,1000.0,106804799.0
18450.0,12.0,4650.0,106804800.0
9910.0,6.0,8000.0,106804801.0
92951.0,12.0,20000.0,106804802.0
11700.0,6.0,1300.0,106804803.0
19627.0,12.0,3463.0,106804804.0
18630.0,12.0,2070.0,106804805.0
13905.0,12.0,1545.0,106804806.0
15600.0,8.0,2000.0,106804807.0
50970.0,12.0,6000.0,106804808.0
11639.0,9.0,12000.0,106804809.0
3080.0,10.0,400.0,106804810.0
15599.0,8.0,5000.0,106804811.0
18740.5,6.0,3500.0,106804812.0
13490.2,12.0,1500.0,106804813.0
9000.0,9.0,3000.0,106804814.0
8398.0,6.0,1482.0,106804815.0
31200.0,12.0,3500.0,106804816.0
26450.0,12.0,3000.0,106804817.0
4099.9,6.0,500.0,106804818.0
15496.0,10.0,3874.0,106804819.0
10714.0,10.0,1290.0,106804820.0
24700.0,12.0,6160.0,106804821.0
23100.0,10.0,8000.0,106804822.0
9416.0,12.0,4000.0,106804823.0
20059.0,6.0,2300.0,106804824.0
6550.0,12.0,730.0,106804825.0
24550.0,6.0,4500.0,106804826.0
18200.0,6.0,9800.0,106804827.0
18361.0,10.0,5000.0,106804828.0
5297.0,10.0,600.0,106804829.0
20699.1,10.0,2299.9,106804830.0
16840.0,12.0,1900.0,106804831.0
10260.0,12.0,1150.0,106804832.0
4950.0,11.0,550.0,106804833.0
9800.0,10.0,1800.0,106804834.0
13700.0,6.0,10000.0,106804835.0
22905.0,10.0,2550.0,106804836.0
26960.0,10.0,4800.0,106804837.0
7800.0,10.0,1000.0,106804838.0
13999.0,6.0,8000.0,106804839.0
7876.0,8.0,2200.0,106804840.0
16743.0,12.0,3000.0,106804841.0
12393.0,12.0,1500.0,106804842.0
17091.9,10.0,1899.1,106804843.0
21300.0,24.0,2400.0,106804844.0
5661.0,10.0,629.0,106804845.0
9590.0,12.0,2000.0,106804846.0
4703.0,12.0,530.0,106804847.0
3553.0,6.0,627.0,106804848.0
8190.0,6.0,3000.0,106804849.0
19800.0,12.0,2200.0,106804850.0
17098.2,10.0,1899.8,106804851.0
8100.0,6.0,1900.0,106804852.0
5210.0,10.0,580.0,106804853.0
9053.0,6.0,1597.0,106804854.0
24300.0,14.0,2700.0,106804855.0
4741.0,6.0,2000.0,106804856.0
7547.2,6.0,4000.0,106804857.0
14800.0,6.0,1740.0,106804858.0
27450.0,7.0,3050.0,106804859.0
12810.0,10.0,1430.0,106804860.0
13227.7,18.0,1500.0,106804861.0
19600.0,6.0,3000.0,106804862.0
6556.0,10.0,750.0,106804863.0
3063.0,6.0,541.0,106804864.0
5550.0,6.0,1000.0,106804865.0
17950.0,12.0,2000.0,106804866.0
25749.0,10.0,2000.0,106804867.0
18630.0,12.0,2070.0,106804868.0
18425.0,11.0,3252.0,106804869.0
8010.0,12.0,891.0,106804870.0
15844.0,10.0,2796.0,106804871.0
21750.0,6.0,2420.0,106804872.0
12189.0,10.0,2151.0,106804873.0
9774.0,8.0,1725.0,106804874.0
15790.0,12.0,1760.0,106804875.0
20939.0,6.0,2300.0,106804876.0
21390.0,6.0,15000.0,106804877.0
20499.0,12.0,2500.0,106804878.0
12340.0,8.0,4000.0,106804879.0
11800.0,12.0,1000.0,106804880.0
22900.0,12.0,2600.0,106804881.0
6367.0,6.0,1123.0,106804882.0
7430.0,10.0,900.0,106804883.0
5740.0,6.0,2500.0,106804884.0
4990.0,9.0,1000.0,106804885.0
17640.0,6.0,1970.0,106804886.0
11698.0,9.0,3000.0,106804887.0
21420.0,6.0,2380.0,106804888.0
13191.0,10.0,2328.0,106804889.0
16200.0,6.0,4000.0,106804890.0
6600.0,6.0,1060.0,106804891.0
7490.0,6.0,6500.0,106804892.0
30150.0,10.0,3350.0,106804893.0
15319.0,6.0,9480.0,106804894.0
11725.0,6.0,1400.0,106804895.0
76730.0,24.0,10270.0,106804896.0
23760.0,10.0,2640.0,106804897.0
17842.0,9.0,1343.0,106804898.0
9650.0,6.0,1100.0,106804899.0
6900.0,12.0,770.0,106804900.0
9004.0,12.0,2300.0,106804901.0
17500.0,10.0,4000.0,106804902.0
15034.0,9.0,1671.0,106804903.0
16990.0,10.0,3000.0,106804904.0
13985.0,12.0,500.0,106804905.0
4820.0,6.0,4500.0,106804906.0
26650.0,7.0,7000.0,106804907.0
11583.0,6.0,1287.0,106804908.0
17460.0,12.0,1940.0,106804909.0
12950.0,8.0,2000.0,106804910.0
6880.0,6.0,4000.0,106804911.0
16800.0,6.0,6000.0,106804912.0
32100.0,12.0,4000.0,106804913.0
21400.0,12.0,2500.0,106804914.0
6163.0,8.0,1087.0,106804915.0
4504.0,6.0,795.0,106804916.0
20464.0,12.0,633.0,106804917.0
3904.3,10.0,450.0,106804918.0
13009.0,12.0,4000.0,106804919.0
6790.0,8.0,210.0,106804920.0
17962.0,10.0,5000.0,106804921.0
35770.0,10.0,4000.0,106804922.0
100000.0,12.0,38800.0,106804923.0
19991.0,12.0,5100.0,106804924.0
13590.0,6.0,3000.0,106804925.0
9890.0,10.0,2000.0,106804926.0
20520.0,12.0,4000.0,106804927.0
27880.0,12.0,3100.0,106804928.0
13999.0,10.0,2000.0,106804929.0
17610.0,18.0,1960.0,106804930.0
14850.0,12.0,5000.0,106804931.0
42689.0,36.0,4750.0,106804932.0
12800.0,8.0,1500.0,106804933.0
27000.0,12.0,3000.0,106804934.0
14599.0,6.0,1760.0,106804935.0
21100.0,12.0,5000.0,106804936.0
8543.0,12.0,1507.0,106804937.0
31910.0,12.0,3600.0,106804938.0
11488.0,6.0,3000.0,106804939.0
19700.0,12.0,10000.0,106804940.0
7648.0,6.0,3300.0,106804941.0
24552.0,6.0,6138.0,106804942.0
30590.0,10.0,3400.0,106804943.0
21498.0,12.0,2500.0,106804944.0
5580.0,6.0,620.0,106804945.0
6460.0,6.0,1140.0,106804946.0
7590.31,6.0,9699.69,106804947.0
4320.0,6.0,480.0,106804948.0
7180.9,6.0,5000.0,106804949.0
24550.0,10.0,2800.0,106804950.0
4767.0,10.0,530.0,106804951.0
17622.0,12.0,1958.0,106804952.0
12330.0,10.0,1670.0,106804953.0
26650.0,10.0,5000.0,106804954.0
15210.0,6.0,1690.0,106804955.0
4867.0,6.0,541.0,106804956.0
22488.0,9.0,2499.0,106804957.0
5755.0,9.0,1015.0,106804958.0
7140.0,10.0,795.0,106804959.0
9050.0,6.0,1050.0,106804960.0
19790.0,9.0,3000.0,106804961.0
20000.0,12.0,5150.0,106804962.0
7249.0,6.0,2000.0,106804963.0
5430.0,6.0,3300.0,106804964.0
9789.0,10.0,1100.0,106804965.0
5930.0,12.0,1050.0,106804966.0
11590.0,12.0,400.0,106804967.0
14219.0,8.0,1580.0,106804968.0
15400.0,6.0,1750.0,106804969.0
10248.2,9.0,3073.8,106804970.0
12200.0,6.0,2000.0,106804971.0
34999.0,12.0,9000.0,106804972.0
11250.0,9.0,3500.0,106804973.0
5490.0,6.0,1000.0,106804974.0
12130.0,10.0,1350.0,106804975.0
39980.0,12.0,5000.0,106804976.0
6970.0,10.0,800.0,106804977.0
24580.0,12.0,3000.0,106804978.0
9158.0,6.0,1132.0,106804979.0
13950.0,6.0,1550.0,106804980.0
24120.0,12.0,5000.0,106804981.0
11669.0,8.0,1821.0,106804982.0
15033.0,6.0,6957.0,106804983.0
10980.0,12.0,1220.0,106804984.0
17538.0,6.0,5000.0,106804985.0
3359.0,6.0,400.2,106804986.0
9620.0,12.0,8000.0,106804987.0
12750.0,6.0,0.0,106804988.0
21021.9,12.0,15000.0,106804989.0
28208.0,12.0,3846.0,106804990.0
77000.0,24.0,10051.0,106804991.0
12209.5,6.0,1400.0,106804992.0
13891.5,5.0,1543.5,106804993.0
3720.0,10.0,1000.0,106804994.0
6116.0,6.0,700.0,106804995.0
22756.0,6.0,704.0,106804996.0
11286.0,6.0,1254.0,106804997.0
22000.0,12.0,1000.0,106804998.0
18880.0,6.0,2100.0,106804999.0
7709.0,6.0,1361.0,106805000.0
4420.0,12.0,500.0,106805001.0
8780.0,9.0,1500.0,106805002.0
6883.0,7.0,1215.0,106805003.0
6620.0,10.0,2840.0,106805004.0
12835.0,10.0,2265.0,106805005.0
14300.0,6.0,5000.0,106805006.0
28790.0,10.0,3200.0,106805007.0
13400.0,12.0,2015.0,106805008.0
8910.0,6.0,990.0,106805009.0
8730.0,6.0,1550.0,106805010.0
3510.0,6.0,3500.0,106805011.0
11200.0,12.0,1250.0,106805012.0
35700.0,10.0,6300.0,106805013.0
87880.0,24.0,50120.0,106805014.0
13250.0,10.0,5000.0,106805015.0
3760.0,6.0,500.0,106805016.0
11620.0,10.0,2000.0,106805017.0
12100.0,10.0,1400.0,106805018.0
20753.0,24.0,3670.0,106805019.0
24650.0,10.0,6000.0,106805020.0
9300.0,9.0,1112.0,106805021.0
11680.0,10.0,1300.0,106805022.0
9990.0,6.0,2000.0,106805023.0
19301.0,6.0,5000.0,106805024.0
16065.0,12.0,2835.0,106805025.0
28338.0,8.0,5000.91,106805026.0
13785.0,12.0,13500.0,106805027.0
14724.0,12.0,456.0,106805028.0
5773.0,6.0,642.0,106805029.0
6100.0,6.0,5000.0,106805030.0
10428.0,12.0,1200.0,106805031.0
13615.0,10.0,2000.0,106805032.0
26890.0,10.0,3000.0,106805033.0
3000.0,6.0,560.0,106805034.0
16975.0,12.0,525.0,106805035.0
5500.0,6.0,1000.0,106805036.0
20980.0,10.0,5000.0,106805037.0
6672.0,12.0,1178.0,106805038.0
7488.0,7.0,832.0,106805039.0
9809.0,9.0,1731.0,106805040.0
10528.3,6.0,1180.0,106805041.0
82700.9,12.0,10000.0,106805042.0
9450.0,6.0,1150.0,106805043.0
12400.0,10.0,2890.0,106805044.0
14521.0,10.0,1620.0,106805045.0
3590.0,6.0,400.0,106805046.0
5409.0,10.0,601.0,106805047.0
13699.0,18.0,1600.0,106805048.0
13302.0,12.0,3000.0,106805049.0
10361.0,12.0,1828.0,106805050.0
5859.0,12.0,651.0,106805051.0
15914.0,18.0,4000.0,106805052.0
12100.0,12.0,1500.0,106805053.0
14300.0,10.0,2000.0,106805054.0
15870.0,10.0,10000.0,106805055.0
32348.0,10.0,5000.0,106805056.0
13265.0,12.0,1474.3,106805057.0
15000.0,10.0,5700.0,106805058.0
44000.0,12.0,5000.0,106805059.0
4400.0,6.0,1100.0,106805060.0
5160.0,10.0,600.0,106805061.0
16440.0,12.0,1900.0,106805062.0
22293.0,6.0,2477.0,106805063.0
96860.0,12.0,13140.0,106805064.0
14765.0,6.0,2605.0,106805065.0
9680.0,6.0,1100.0,106805066.0
9080.0,6.0,2000.0,106805067.0
20768.0,12.0,2832.0,106805068.0
10530.0,9.0,1200.0,106805069.0
4789.92,6.0,2000.0,106805070.0
7100.0,6.0,1000.0,106805071.0
15480.0,10.0,4500.0,106805072.0
19591.36,12.0,7000.0,106805073.0
26315.0,12.0,20000.0,106805074.0
