id_loan,closed_fl
1753790784.0,1.0
1753790785.0,1.0
1753790786.0,1.0
1753790787.0,1.0
1753790788.0,1.0
1753790789.0,1.0
1753790790.0,1.0
1753790791.0,1.0
1753790792.0,1.0
1753790793.0,1.0
1753790794.0,1.0
1753790795.0,1.0
1753790796.0,1.0
1753790797.0,1.0
1753790798.0,1.0
1753790799.0,1.0
1753790800.0,1.0
1753790801.0,1.0
1753790802.0,1.0
1753790803.0,1.0
1753790804.0,1.0
1753790805.0,1.0
1753790806.0,1.0
1753790807.0,0.0
1753790808.0,1.0
1753790809.0,1.0
1753790810.0,1.0
1753790811.0,1.0
1753790812.0,1.0
1753790813.0,1.0
1753790814.0,1.0
1753790815.0,1.0
1753790816.0,1.0
1753790817.0,1.0
1753790818.0,1.0
1753790819.0,1.0
1753790820.0,1.0
1753790821.0,1.0
1753790822.0,1.0
1753790823.0,1.0
1753790824.0,1.0
1753790825.0,1.0
1753790826.0,1.0
1753790827.0,1.0
1753790828.0,1.0
1753790829.0,1.0
1753790830.0,1.0
1753790831.0,1.0
1753790832.0,1.0
1753790833.0,1.0
1753790834.0,1.0
1753790835.0,1.0
1753790836.0,1.0
1753790837.0,1.0
1753790838.0,1.0
1753790839.0,1.0
1753790840.0,0.0
1753790841.0,1.0
1753790842.0,1.0
1753790843.0,1.0
1753790844.0,1.0
1753790845.0,1.0
1753790846.0,1.0
1753790847.0,1.0
1753790848.0,1.0
1753790849.0,1.0
1753790850.0,1.0
1753790851.0,0.0
1753790852.0,1.0
1753790853.0,1.0
1753790854.0,0.0
1753790855.0,0.0
1753790856.0,1.0
1753790857.0,1.0
1753790858.0,1.0
1753790859.0,1.0
1753790860.0,1.0
1753790861.0,1.0
1753790862.0,1.0
1753790863.0,1.0
1753790864.0,1.0
1753790865.0,1.0
1753790866.0,1.0
1753790867.0,1.0
1753790868.0,1.0
1753790869.0,1.0
1753790870.0,1.0
1753790871.0,1.0
1753790872.0,1.0
1753790873.0,1.0
1753790874.0,1.0
1753790875.0,1.0
1753790876.0,1.0
1753790877.0,1.0
1753790878.0,0.0
1753790879.0,1.0
1753790880.0,1.0
1753790881.0,1.0
1753790882.0,1.0
1753790883.0,1.0
1753790884.0,1.0
1753790885.0,1.0
1753790886.0,1.0
1753790887.0,1.0
1753790888.0,1.0
1753790889.0,1.0
1753790890.0,1.0
1753790891.0,1.0
1753790892.0,1.0
1753790893.0,1.0
1753790894.0,1.0
1753790895.0,1.0
1753790896.0,1.0
1753790897.0,1.0
1753790898.0,1.0
1753790899.0,1.0
1753790900.0,1.0
1753790901.0,1.0
1753790902.0,1.0
1753790903.0,1.0
1753790904.0,1.0
1753790905.0,1.0
1753790906.0,1.0
1753790907.0,1.0
1753790908.0,1.0
1753790909.0,1.0
1753790910.0,1.0
1753790911.0,1.0
1753790912.0,1.0
1753790913.0,1.0
1753790914.0,1.0
1753790915.0,1.0
1753790916.0,1.0
1753790917.0,1.0
1753790918.0,1.0
1753790919.0,1.0
1753790920.0,1.0
1753790921.0,0.0
1753790922.0,1.0
1753790923.0,1.0
1753790924.0,1.0
1753790925.0,1.0
1753790926.0,1.0
1753790927.0,1.0
1753790928.0,1.0
1753790929.0,1.0
1753790930.0,0.0
1753790931.0,1.0
1753790932.0,1.0
1753790933.0,1.0
1753790934.0,1.0
1753790935.0,0.0
1753790936.0,1.0
1753790937.0,1.0
1753790938.0,1.0
1753790939.0,1.0
1753790940.0,1.0
1753790941.0,1.0
1753790942.0,1.0
1753790943.0,0.0
1753790944.0,1.0
1753790945.0,1.0
1753790946.0,1.0
1753790947.0,1.0
1753790948.0,1.0
1753790949.0,1.0
1753790950.0,1.0
1753790951.0,1.0
1753790952.0,1.0
1753790953.0,1.0
1753790954.0,1.0
1753790955.0,1.0
1753790956.0,1.0
1753790957.0,1.0
1753790958.0,1.0
1753790959.0,1.0
1753790960.0,1.0
1753790961.0,1.0
1753790962.0,1.0
1753790963.0,1.0
1753790964.0,1.0
1753790965.0,0.0
1753790966.0,1.0
1753790967.0,1.0
1753790968.0,1.0
1753790969.0,1.0
1753790970.0,1.0
1753790971.0,1.0
1753790972.0,1.0
1753790973.0,1.0
1753790974.0,1.0
1753790975.0,0.0
1753790976.0,1.0
1753790977.0,1.0
1753790978.0,1.0
1753790979.0,1.0
1753790980.0,1.0
1753790981.0,1.0
1753790982.0,1.0
1753790983.0,1.0
1753790984.0,1.0
1753790985.0,1.0
1753790986.0,1.0
1753790987.0,1.0
1753790988.0,1.0
1753790989.0,1.0
1753790990.0,1.0
1753790991.0,1.0
1753790992.0,1.0
1753790993.0,1.0
1753790994.0,1.0
1753790995.0,1.0
1753790996.0,1.0
1753790997.0,1.0
1753790998.0,1.0
1753790999.0,1.0
1753791000.0,1.0
1753791001.0,1.0
1753791002.0,1.0
1753791003.0,0.0
1753791004.0,1.0
1753791005.0,1.0
1753791006.0,1.0
1753791007.0,1.0
1753791008.0,1.0
1753791009.0,1.0
1753791010.0,1.0
1753791011.0,0.0
1753791012.0,0.0
1753791013.0,0.0
1753791014.0,1.0
1753791015.0,0.0
1753791016.0,0.0
1753791017.0,1.0
1753791018.0,1.0
1753791019.0,0.0
1753791020.0,0.0
1753791021.0,0.0
1753791022.0,0.0
1753791023.0,0.0
1753791024.0,0.0
1753791025.0,0.0
1753791026.0,0.0
1753791027.0,0.0
1753791028.0,0.0
1753791029.0,1.0
1753791030.0,0.0
1753791031.0,0.0
1753791032.0,0.0
1753791033.0,1.0
1753791034.0,0.0
1753791035.0,1.0
1753791036.0,0.0
1753791037.0,0.0
1753791038.0,0.0
1753791039.0,0.0
1753791040.0,0.0
1753791041.0,0.0
1753791042.0,0.0
1753791043.0,0.0
1753791044.0,0.0
1753791045.0,0.0
1753791046.0,0.0
1753791047.0,0.0
1753791048.0,0.0
1753791049.0,0.0
1753791050.0,0.0
1753791051.0,0.0
1753791052.0,0.0
1753791053.0,0.0
1753791054.0,1.0
1753791055.0,0.0
1753791056.0,1.0
1753791057.0,1.0
1753791058.0,0.0
1753791059.0,0.0
1753791060.0,0.0
1753791061.0,0.0
1753791062.0,0.0
1753791063.0,1.0
1753791064.0,0.0
1753791065.0,1.0
1753791066.0,0.0
1753791067.0,0.0
1753791068.0,0.0
1753791069.0,0.0
1753791070.0,0.0
1753791071.0,0.0
1753791072.0,1.0
1753791073.0,0.0
1753791074.0,0.0
1753791075.0,0.0
1753791076.0,0.0
1753791077.0,0.0
1753791078.0,1.0
1753791079.0,0.0
1753791080.0,0.0
1753791081.0,0.0
1753791082.0,1.0
1753791083.0,1.0
1753791084.0,1.0
1753791085.0,1.0
1753791086.0,0.0
1753791087.0,0.0
1753791088.0,0.0
1753791089.0,0.0
1753791090.0,0.0
1753791091.0,0.0
1753791092.0,0.0
1753791093.0,0.0
1753791094.0,1.0
1753791095.0,0.0
1753791096.0,0.0
1753791097.0,0.0
1753791098.0,0.0
1753791099.0,0.0
1753791100.0,0.0
1753791101.0,0.0
1753791102.0,0.0
1753791103.0,0.0
1753791104.0,0.0
1753791105.0,0.0
1753791106.0,0.0
1753791107.0,1.0
1753791108.0,0.0
1753791109.0,0.0
1753791110.0,0.0
1753791111.0,0.0
1753791112.0,0.0
1753791113.0,0.0
1753791114.0,0.0
1753791115.0,0.0
1753791116.0,0.0
1753791117.0,0.0
1753791118.0,0.0
1753791119.0,0.0
1753791120.0,1.0
1753791121.0,0.0
1753791122.0,0.0
1753791123.0,0.0
1753791124.0,0.0
1753791125.0,1.0
1753791126.0,0.0
1753791127.0,0.0
1753791128.0,0.0
1753791129.0,0.0
1753791130.0,0.0
1753791131.0,0.0
1753791132.0,0.0
1753791133.0,1.0
1753791134.0,0.0
1753791135.0,0.0
1753791136.0,0.0
1753791137.0,0.0
1753791138.0,0.0
1753791139.0,1.0
1753791140.0,0.0
1753791141.0,1.0
1753791142.0,0.0
1753791143.0,1.0
1753791144.0,0.0
1753791145.0,0.0
1753791146.0,0.0
1753791147.0,0.0
1753791148.0,0.0
1753791149.0,1.0
1753791150.0,0.0
1753791151.0,0.0
1753791152.0,1.0
1753791153.0,0.0
1753791154.0,0.0
1753791155.0,1.0
1753791156.0,0.0
1753791157.0,0.0
1753791158.0,1.0
1753791159.0,0.0
1753791160.0,0.0
1753791161.0,0.0
1753791162.0,0.0
1753791163.0,0.0
1753791164.0,0.0
1753791165.0,0.0
1753791166.0,1.0
1753791167.0,1.0
1753791168.0,0.0
1753791169.0,0.0
1753791170.0,0.0
1753791171.0,0.0
1753791172.0,0.0
1753791173.0,0.0
1753791174.0,0.0
1753791175.0,0.0
1753791176.0,0.0
1753791177.0,0.0
1753791178.0,0.0
1753791179.0,1.0
1753791180.0,0.0
1753791181.0,0.0
1753791182.0,0.0
1753791183.0,0.0
1753791184.0,0.0
1753791185.0,0.0
1753791186.0,0.0
1753791187.0,0.0
1753791188.0,1.0
1753791189.0,1.0
1753791190.0,0.0
1753791191.0,0.0
1753791192.0,1.0
1753791193.0,0.0
1753791194.0,0.0
1753791195.0,0.0
1753791196.0,1.0
1753791197.0,1.0
1753791198.0,1.0
1753791199.0,0.0
1753791200.0,0.0
1753791201.0,0.0
1753791202.0,1.0
1753791203.0,0.0
1753791204.0,0.0
1753791205.0,1.0
1753791206.0,0.0
1753791207.0,0.0
1753791208.0,0.0
1753791209.0,0.0
1753791210.0,0.0
1753791211.0,0.0
1753791212.0,1.0
1753791213.0,0.0
1753791214.0,0.0
1753791215.0,0.0
1753791216.0,1.0
1753791217.0,1.0
1753791218.0,0.0
1753791219.0,0.0
1753791220.0,0.0
1753791221.0,0.0
1753791222.0,1.0
1753791223.0,0.0
1753791224.0,0.0
1753791225.0,0.0
1753791226.0,0.0
1753791227.0,1.0
1753791228.0,0.0
1753791229.0,1.0
1753791230.0,0.0
1753791231.0,1.0
1753791232.0,1.0
1753791233.0,0.0
1753791234.0,0.0
1753791235.0,0.0
1753791236.0,1.0
1753791237.0,0.0
1753791238.0,0.0
1753791239.0,0.0
1753791240.0,0.0
1753791241.0,0.0
1753791242.0,0.0
1753791243.0,0.0
1753791244.0,0.0
1753791245.0,0.0
1753791246.0,0.0
1753791247.0,1.0
1753791248.0,0.0
1753791249.0,0.0
1753791250.0,0.0
1753791251.0,0.0
1753791252.0,1.0
1753791253.0,1.0
1753791254.0,0.0
1753791255.0,0.0
1753791256.0,0.0
1753791257.0,1.0
1753791258.0,0.0
1753791259.0,0.0
1753791260.0,0.0
1753791261.0,0.0
1753791262.0,0.0
1753791263.0,0.0
1753791264.0,0.0
1753791265.0,0.0
1753791266.0,1.0
1753791267.0,0.0
1753791268.0,0.0
1753791269.0,0.0
1753791270.0,0.0
1753791271.0,0.0
1753791272.0,1.0
1753791273.0,0.0
1753791274.0,0.0
1753791275.0,0.0
1753791276.0,1.0
1753791277.0,0.0
1753791278.0,0.0
1753791279.0,0.0
1753791280.0,1.0
1753791281.0,0.0
1753791282.0,0.0
1753791283.0,1.0
1753791284.0,0.0
1753791285.0,0.0
1753791286.0,1.0
1753791287.0,0.0
1753791288.0,1.0
1753791289.0,0.0
1753791290.0,0.0
1753791291.0,0.0
1753791292.0,0.0
1753791293.0,0.0
1753791294.0,0.0
1753791295.0,0.0
1753791296.0,0.0
1753791297.0,0.0
1753791298.0,1.0
1753791299.0,0.0
1753791300.0,0.0
1753791301.0,0.0
1753791302.0,1.0
1753791303.0,0.0
1753791304.0,0.0
1753791305.0,1.0
1753791306.0,1.0
1753791307.0,0.0
1753791308.0,0.0
1753791309.0,0.0
1753791310.0,0.0
1753791311.0,1.0
1753791312.0,0.0
1753791313.0,1.0
1753791314.0,0.0
1753791315.0,0.0
1753791316.0,1.0
1753791317.0,0.0
1753791318.0,0.0
1753791319.0,0.0
1753791320.0,0.0
1753791321.0,0.0
1753791322.0,0.0
1753791323.0,0.0
1753791324.0,0.0
1753791325.0,1.0
1753791326.0,0.0
1753791327.0,0.0
1753791328.0,0.0
1753791329.0,0.0
1753791330.0,0.0
1753791331.0,0.0
1753791332.0,0.0
1753791333.0,0.0
1753791334.0,0.0
1753791335.0,0.0
1753791336.0,0.0
1753791337.0,0.0
1753791338.0,1.0
1753791339.0,1.0
1753791340.0,0.0
1753791341.0,0.0
1753791342.0,0.0
1753791343.0,0.0
1753791344.0,0.0
1753791345.0,0.0
1753791346.0,0.0
1753791347.0,0.0
1753791348.0,0.0
1753791349.0,1.0
1753791350.0,0.0
1753791351.0,0.0
1753791352.0,0.0
1753791353.0,0.0
1753791354.0,0.0
1753791355.0,0.0
1753791356.0,0.0
1753791357.0,0.0
1753791358.0,0.0
1753791359.0,0.0
1753791360.0,0.0
1753791361.0,0.0
1753791362.0,0.0
1753791363.0,0.0
1753791364.0,0.0
1753791365.0,0.0
1753791366.0,1.0
1753791367.0,1.0
1753791368.0,0.0
1753791369.0,0.0
1753791370.0,0.0
1753791371.0,0.0
1753791372.0,0.0
1753791373.0,1.0
1753791374.0,0.0
1753791375.0,0.0
1753791376.0,0.0
1753791377.0,0.0
1753791378.0,0.0
1753791379.0,1.0
1753791380.0,0.0
1753791381.0,0.0
1753791382.0,0.0
1753791383.0,0.0
1753791384.0,0.0
1753791385.0,0.0
1753791386.0,0.0
1753791387.0,0.0
1753791388.0,0.0
1753791389.0,1.0
1753791390.0,0.0
1753791391.0,0.0
1753791392.0,0.0
1753791393.0,0.0
1753791394.0,0.0
1753791395.0,0.0
1753791396.0,0.0
1753791397.0,1.0
1753791398.0,0.0
1753791399.0,0.0
1753791400.0,0.0
1753791401.0,0.0
1753791402.0,0.0
1753791403.0,0.0
1753791404.0,0.0
1753791405.0,0.0
1753791406.0,0.0
1753791407.0,0.0
1753791408.0,0.0
1753791409.0,1.0
1753791410.0,0.0
1753791411.0,0.0
1753791412.0,0.0
1753791413.0,0.0
1753791414.0,1.0
1753791415.0,0.0
1753791416.0,0.0
1753791417.0,0.0
1753791418.0,0.0
1753791419.0,1.0
1753791420.0,0.0
1753791421.0,0.0
1753791422.0,0.0
1753791423.0,0.0
1753791424.0,0.0
1753791425.0,0.0
1753791426.0,0.0
1753791427.0,0.0
1753791428.0,0.0
1753791429.0,0.0
1753791430.0,0.0
1753791431.0,0.0
1753791432.0,0.0
1753791433.0,0.0
1753791434.0,0.0
1753791435.0,0.0
1753791436.0,0.0
1753791437.0,0.0
1753791438.0,0.0
1753791439.0,0.0
1753791440.0,0.0
1753791441.0,0.0
1753791442.0,1.0
1753791443.0,1.0
1753791444.0,0.0
1753791445.0,0.0
1753791446.0,0.0
1753791447.0,0.0
1753791448.0,0.0
1753791449.0,0.0
1753791450.0,0.0
1753791451.0,0.0
1753791452.0,0.0
1753791453.0,0.0
1753791454.0,0.0
1753791455.0,0.0
1753791456.0,0.0
1753791457.0,0.0
1753791458.0,0.0
1753791459.0,1.0
1753791460.0,0.0
1753791461.0,1.0
1753791462.0,0.0
1753791463.0,0.0
1753791464.0,0.0
1753791465.0,0.0
1753791466.0,0.0
1753791467.0,0.0
1753791468.0,1.0
1753791469.0,0.0
1753791470.0,1.0
1753791471.0,0.0
1753791472.0,0.0
1753791473.0,0.0
1753791474.0,0.0
1753791475.0,1.0
1753791476.0,0.0
1753791477.0,0.0
1753791478.0,0.0
1753791479.0,0.0
1753791480.0,0.0
1753791481.0,0.0
1753791482.0,0.0
1753791483.0,0.0
1753791484.0,0.0
1753791485.0,0.0
1753791486.0,0.0
1753791487.0,0.0
1753791488.0,0.0
1753791489.0,0.0
1753791490.0,0.0
1753791491.0,0.0
1753791492.0,1.0
1753791493.0,0.0
1753791494.0,0.0
1753791495.0,0.0
1753791496.0,1.0
1753791497.0,0.0
1753791498.0,0.0
1753791499.0,0.0
1753791500.0,0.0
1753791501.0,0.0
1753791502.0,0.0
1753791503.0,0.0
1753791504.0,0.0
1753791505.0,0.0
1753791506.0,0.0
1753791507.0,0.0
1753791508.0,0.0
1753791509.0,0.0
1753791510.0,0.0
1753791511.0,0.0
1753791512.0,0.0
1753791513.0,0.0
1753791514.0,0.0
1753791515.0,0.0
1753791516.0,0.0
1753791517.0,0.0
1753791518.0,0.0
1753791519.0,0.0
1753791520.0,0.0
1753791521.0,1.0
1753791522.0,0.0
1753791523.0,0.0
1753791524.0,1.0
1753791525.0,0.0
1753791526.0,0.0
1753791527.0,0.0
1753791528.0,1.0
1753791529.0,0.0
1753791530.0,0.0
1753791531.0,0.0
1753791532.0,1.0
1753791533.0,0.0
1753791534.0,0.0
1753791535.0,0.0
1753791536.0,1.0
1753791537.0,0.0
1753791538.0,0.0
1753791539.0,0.0
1753791540.0,0.0
1753791541.0,0.0
1753791542.0,0.0
1753791543.0,0.0
1753791544.0,0.0
1753791545.0,0.0
1753791546.0,0.0
1753791547.0,0.0
1753791548.0,0.0
1753791549.0,0.0
1753791550.0,0.0
1753791551.0,0.0
1753791552.0,0.0
1753791553.0,0.0
1753791554.0,1.0
1753791555.0,0.0
1753791556.0,1.0
1753791557.0,0.0
1753791558.0,0.0
1753791559.0,1.0
1753791560.0,0.0
1753791561.0,0.0
1753791562.0,0.0
1753791563.0,0.0
1753791564.0,0.0
1753791565.0,1.0
1753791566.0,0.0
1753791567.0,0.0
1753791568.0,0.0
1753791569.0,0.0
1753791570.0,0.0
1753791571.0,0.0
1753791572.0,0.0
1753791573.0,0.0
1753791574.0,0.0
1753791575.0,0.0
1753791576.0,0.0
1753791577.0,0.0
1753791578.0,0.0
1753791579.0,0.0
1753791580.0,0.0
1753791581.0,0.0
1753791582.0,0.0
1753791583.0,0.0
1753791584.0,0.0
1753791585.0,1.0
1753791586.0,1.0
1753791587.0,1.0
1753791588.0,1.0
1753791589.0,0.0
1753791590.0,0.0
1753791591.0,0.0
1753791592.0,0.0
1753791593.0,0.0
1753791594.0,0.0
1753791595.0,0.0
1753791596.0,0.0
1753791597.0,1.0
1753791598.0,0.0
1753791599.0,0.0
1753791600.0,0.0
1753791601.0,0.0
1753791602.0,0.0
1753791603.0,1.0
1753791604.0,0.0
1753791605.0,0.0
1753791606.0,0.0
1753791607.0,0.0
1753791608.0,0.0
1753791609.0,0.0
1753791610.0,0.0
1753791611.0,0.0
1753791612.0,0.0
1753791613.0,0.0
1753791614.0,0.0
1753791615.0,0.0
1753791616.0,0.0
1753791617.0,0.0
1753791618.0,0.0
1753791619.0,0.0
1753791620.0,0.0
1753791621.0,1.0
1753791622.0,0.0
1753791623.0,0.0
1753791624.0,0.0
1753791625.0,0.0
1753791626.0,0.0
1753791627.0,0.0
1753791628.0,0.0
1753791629.0,0.0
1753791630.0,0.0
1753791631.0,0.0
1753791632.0,0.0
1753791633.0,0.0
1753791634.0,0.0
1753791635.0,0.0
1753791636.0,0.0
1753791637.0,0.0
1753791638.0,0.0
1753791639.0,0.0
1753791640.0,0.0
1753791641.0,0.0
1753791642.0,0.0
1753791643.0,0.0
1753791644.0,0.0
1753791645.0,0.0
1753791646.0,0.0
1753791647.0,0.0
1753791648.0,0.0
1753791649.0,0.0
1753791650.0,0.0
1753791651.0,0.0
1753791652.0,0.0
1753791653.0,0.0
1753791654.0,0.0
1753791655.0,0.0
1753791656.0,0.0
1753791657.0,0.0
1753791658.0,0.0
1753791659.0,0.0
1753791660.0,0.0
1753791661.0,1.0
1753791662.0,0.0
1753791663.0,0.0
1753791664.0,0.0
1753791665.0,0.0
1753791666.0,0.0
1753791667.0,0.0
1753791668.0,0.0
1753791669.0,0.0
1753791670.0,0.0
1753791671.0,0.0
1753791672.0,0.0
1753791673.0,0.0
1753791674.0,0.0
1753791675.0,0.0
1753791676.0,0.0
1753791677.0,0.0
1753791678.0,0.0
1753791679.0,0.0
1753791680.0,0.0
1753791681.0,0.0
1753791682.0,0.0
1753791683.0,0.0
1753791684.0,0.0
1753791685.0,0.0
1753791686.0,0.0
1753791687.0,0.0
1753791688.0,0.0
1753791689.0,0.0
1753791690.0,0.0
1753791691.0,0.0
1753791692.0,0.0
1753791693.0,0.0
1753791694.0,0.0
1753791695.0,0.0
1753791696.0,0.0
1753791697.0,0.0
1753791698.0,0.0
1753791699.0,0.0
1753791700.0,0.0
1753791701.0,0.0
1753791702.0,0.0
1753791703.0,0.0
1753791704.0,0.0
1753791705.0,0.0
1753791706.0,0.0
1753791707.0,0.0
1753791708.0,0.0
1753791709.0,0.0
1753791710.0,0.0
1753791711.0,0.0
1753791712.0,0.0
1753791713.0,0.0
1753791714.0,0.0
1753791715.0,0.0
1753791716.0,0.0
1753791717.0,0.0
1753791718.0,0.0
1753791719.0,0.0
1753791720.0,0.0
1753791721.0,0.0
1753791722.0,0.0
1753791723.0,0.0
1753791724.0,0.0
1753791725.0,0.0
1753791726.0,0.0
1753791727.0,0.0
1753791728.0,0.0
1753791729.0,0.0
1753791730.0,0.0
1753791731.0,0.0
1753791732.0,0.0
1753791733.0,0.0
1753791734.0,0.0
1753791735.0,0.0
1753791736.0,0.0
1753791737.0,0.0
1753791738.0,0.0
1753791739.0,0.0
1753791740.0,0.0
1753791741.0,0.0
1753791742.0,0.0
1753791743.0,0.0
1753791744.0,0.0
1753791745.0,0.0
1753791746.0,0.0
1753791747.0,0.0
1753791748.0,0.0
1753791749.0,0.0
1753791750.0,0.0
1753791751.0,0.0
1753791752.0,0.0
1753791753.0,0.0
1753791754.0,0.0
1753791755.0,0.0
1753791756.0,0.0
1753791757.0,0.0
1753791758.0,0.0
1753791759.0,0.0
1753791760.0,0.0
1753791761.0,0.0
1753791762.0,0.0
1753791763.0,0.0
1753791764.0,0.0
1753791765.0,0.0
1753791766.0,0.0
1753791767.0,0.0
1753791768.0,0.0
1753791769.0,0.0
1753791770.0,0.0
1753791771.0,0.0
1753791772.0,0.0
1753791773.0,0.0
1753791774.0,0.0
1753791775.0,0.0
1753791776.0,0.0
1753791777.0,0.0
1753791778.0,0.0
1753791779.0,0.0
1753791780.0,1.0
1753791781.0,0.0
1753791782.0,0.0
1753791783.0,0.0
1753791784.0,0.0
1753791785.0,0.0
1753791786.0,0.0
1753791787.0,0.0
1753791788.0,0.0
1753791789.0,0.0
1753791790.0,0.0
1753791791.0,0.0
1753791792.0,0.0
1753791793.0,0.0
1753791794.0,0.0
1753791795.0,0.0
1753791796.0,0.0
1753791797.0,0.0
1753791798.0,0.0
1753791799.0,0.0
1753791800.0,0.0
1753791801.0,0.0
1753791802.0,0.0
1753791803.0,0.0
1753791804.0,0.0
1753791805.0,0.0
1753791806.0,0.0
1753791807.0,0.0
1753791808.0,0.0
1753791809.0,0.0
1753791810.0,0.0
1753791811.0,0.0
1753791812.0,0.0
1753791813.0,0.0
1753791814.0,0.0
1753791815.0,0.0
1753791816.0,0.0
1753791817.0,0.0
1753791818.0,0.0
1753791819.0,0.0
1753791820.0,0.0
1753791821.0,0.0
1753791822.0,0.0
1753791823.0,0.0
1753791824.0,0.0
1753791825.0,0.0
1753791826.0,0.0
1753791827.0,0.0
1753791828.0,0.0
1753791829.0,0.0
1753791830.0,0.0
1753791831.0,0.0
1753791832.0,0.0
1753791833.0,0.0
1753791834.0,0.0
1753791835.0,0.0
1753791836.0,0.0
1753791837.0,0.0
1753791838.0,0.0
1753791839.0,0.0
1753791840.0,0.0
1753791841.0,0.0
1753791842.0,0.0
1753791843.0,0.0
1753791844.0,0.0
1753791845.0,0.0
1753791846.0,0.0
1753791847.0,0.0
1753791848.0,0.0
1753791849.0,0.0
1753791850.0,0.0
1753791851.0,0.0
1753791852.0,0.0
1753791853.0,0.0
1753791854.0,0.0
1753791855.0,0.0
1753791856.0,0.0
1753791857.0,0.0
1753791858.0,0.0
1753791859.0,1.0
1753791860.0,0.0
1753791861.0,0.0
1753791862.0,0.0
1753791863.0,1.0
1753791864.0,0.0
1753791865.0,1.0
1753791866.0,0.0
1753791867.0,0.0
1753791868.0,0.0
1753791869.0,0.0
1753791870.0,1.0
1753791871.0,0.0
1753791872.0,0.0
1753791873.0,1.0
1753791874.0,0.0
1753791875.0,0.0
1753791876.0,0.0
1753791877.0,0.0
1753791878.0,0.0
1753791879.0,0.0
1753791880.0,0.0
1753791881.0,0.0
1753791882.0,0.0
1753791883.0,0.0
1753791884.0,0.0
1753791885.0,0.0
1753791886.0,0.0
1753791887.0,0.0
1753791888.0,0.0
1753791889.0,0.0
1753791890.0,0.0
1753791891.0,0.0
1753791892.0,0.0
1753791893.0,0.0
1753791894.0,0.0
1753791895.0,0.0
1753791896.0,0.0
1753791897.0,0.0
1753791898.0,0.0
1753791899.0,0.0
1753791900.0,0.0
1753791901.0,0.0
1753791902.0,0.0
1753791903.0,0.0
1753791904.0,0.0
1753791905.0,0.0
1753791906.0,0.0
1753791907.0,0.0
1753791908.0,0.0
1753791909.0,0.0
1753791910.0,0.0
1753791911.0,0.0
1753791912.0,0.0
1753791913.0,0.0
1753791914.0,0.0
1753791915.0,0.0
1753791916.0,0.0
1753791917.0,0.0
1753791918.0,0.0
1753791919.0,0.0
1753791920.0,0.0
1753791921.0,0.0
1753791922.0,0.0
1753791923.0,0.0
1753791924.0,0.0
1753791925.0,0.0
1753791926.0,0.0
1753791927.0,0.0
